0,Symbol,Sequence_ID,Chromosome/scaffold name,Transcript start (bp),Transcript end (bp),DecodePub_Protein(short name),DecodePub_Protein(full name),DecodePub_Gene,DecodePub_UniProt,DecodePub_Ensembl.Gene.ID,DecodePub_Entrez.Gene.ID,DecodePub_HGNC.ID
5682_13_VASN_VASN.txt.gz,VASN,5682_13,16,4371848.0,4383538.0,VASN,Vasorin,VASN,Q6EMK4,ENSG00000168140,114990,HGNC:18517
5687_5_PRKCSH_GLU2B.txt.gz,PRKCSH,5687_5,19,11435284.0,11450968.0,GLU2B,Glucosidase 2 subunit beta,PRKCSH,P14314,ENSG00000130175,5589,HGNC:9411
5688_65_CBLN4_CBLN4.txt.gz,CBLN4,5688_65,20,55997357.0,56005519.0,CBLN4,Cerebellin-4,CBLN4,Q9NTU7,ENSG00000054803,140689,HGNC:16231
5689_1_DEFB112_DB112.txt.gz,DEFB112,5689_1,6,50042099.0,50049929.0,DB112,Beta-defensin 112,DEFB112,Q30KQ8,ENSG00000180872,245915,HGNC:18093
5690_49_TUFT1_TUFT1.txt.gz,TUFT1,5690_49,1,151540305.0,151583583.0,TUFT1,Tuftelin,TUFT1,Q9NNX1,ENSG00000143367,7286,HGNC:12422
5691_2_CRISPLD2_CRLD2.txt.gz,CRISPLD2,5691_2,16,84819985.0,84920768.0,CRLD2,Cysteine-rich secretory protein LCCL domain-containing 2,CRISPLD2,Q9H0B8,ENSG00000103196,83716,HGNC:25248
5698_60_TNXB_Tenascin_X.txt.gz,TNXB,5698_60,6,32041153.0,32115334.0,Tenascin-X,Tenascin-X,TNXB,P22105,,7148,HGNC:11976
5701_81_CLEC3B_Tetranectin.txt.gz,CLEC3B,5701_81,3,45001548.0,45036071.0,Tetranectin,Tetranectin,CLEC3B,P05452,ENSG00000163815,7123,HGNC:11891
5703_26_OLFM1_NOE1.txt.gz,OLFM1,5703_26,9,135075422.0,135121180.0,NOE1,Noelin,OLFM1,Q99784,ENSG00000130558,10439,HGNC:17187
5704_74_GZMM_Granzyme_M.txt.gz,GZMM,5704_74,19,544034.0,549924.0,Granzyme M,Granzyme M,GZMM,P51124,ENSG00000197540,3004,HGNC:4712
5707_55_ELK3_ELK3.txt.gz,ELK3,5707_55,12,96194375.0,96269824.0,ELK3,ETS domain-containing protein Elk-3,ELK3,P41970,ENSG00000111145,2004,HGNC:3325
5708_1_LEAP2_LEAP2.txt.gz,LEAP2,5708_1,5,132873444.0,132875046.0,LEAP2,Liver-expressed antimicrobial peptide 2,LEAP2,Q969E1,ENSG00000164406,116842,HGNC:29571
5713_9_IFNL3_IFN_lambda_3.txt.gz,IFNL3,5713_9,19,39243455.0,39245250.0,IFN-lambda 3,Interferon lambda-3,IFNL3,Q8IZI9,ENSG00000197110,282617,HGNC:18365
5714_88_IFNA6_IFNA6.txt.gz,IFNA6,5714_88,9,21350253.0,21350956.0,IFNA6,Interferon alpha-6,IFNA6,P05013,ENSG00000120235,3443,HGNC:5427
5715_4_ABHD14A_ABHEA.txt.gz,ABHD14A,5715_4,3,51971426.0,51981196.0,ABHEA,Protein ABHD14A,ABHD14A,Q9BUJ0,ENSG00000114786,25864,HGNC:24538
5716_49_CSAG1_CSAG1.txt.gz,CSAG1,5716_49,X,152727484.0,152733735.0,CSAG1,Putative chondrosarcoma-associated gene 1 protein,CSAG1,Q6PB30,ENSG00000198930,158511,HGNC:24294
5717_2_CILP_CILP.txt.gz,CILP,5717_2,15,65194760.0,65211473.0,CILP,Cartilage intermediate layer protein 1,CILP,O75339,ENSG00000138615,8483,HGNC:1980
5719_66_FAM189A2_CI061.txt.gz,FAM189A2,5719_66,9,69324567.0,69392558.0,CI061,Protein FAM189A2,FAM189A2,Q15884,ENSG00000135063,9413,HGNC:24820
5722_78_PRCP_Prolylcarboxypeptidase.txt.gz,PRCP,5722_78,11,82822936.0,82970584.0,Prolylcarboxypeptidase,Lysosomal Pro-X carboxypeptidase,PRCP,P42785,ENSG00000137509,5547,HGNC:9344
5723_4_INSL3_INSL3.txt.gz,INSL3,5723_4,19,17816512.0,17821574.0,INSL3,Insulin-like 3,INSL3,P51460,ENSG00000248099,3640,HGNC:6086
5724_58_SBSN_SBSN.txt.gz,SBSN,5724_58,19,35523367.0,35528351.0,SBSN,Suprabasin,SBSN,Q6UWP8,,374897,HGNC:24950
5726_49_SPAG11A_SG11A.txt.gz,SPAG11A,5726_49,8,7847876.0,7868867.0,SG11A,Sperm-associated antigen 11A,SPAG11A,Q6PDA7,ENSG00000178287,10407,HGNC:33342
5727_35_B3GALTL_B3GLT.txt.gz,B3GALTL,5727_35,13,31199975.0,31332276.0,B3GLT,"Beta-1,3-glucosyltransferase",B3GALTL,Q6Y288,ENSG00000187676,145173,HGNC:20207
5728_60_FCRL1_FCRL1.txt.gz,FCRL1,5728_60,1,157794403.0,157820120.0,FCRL1,Fc receptor-like protein 1,FCRL1,Q96LA6,ENSG00000163534,115350,HGNC:18509
5730_60_CXCL14_BRAK.txt.gz,CXCL14,5730_60,5,135570679.0,135579279.0,BRAK,C-X-C motif chemokine 14,CXCL14,O95715,ENSG00000145824,9547,HGNC:10640
5731_1_SPINK6_ISK6.txt.gz,SPINK6,5731_1,5,148202794.0,148215137.0,ISK6,Serine protease inhibitor Kazal-type 6,SPINK6,Q6UWN8,ENSG00000178172,404203,HGNC:29486
5734_13_PVRL4_nectin_4.txt.gz,PVRL4,5734_13,1,161070998.0,161089558.0,nectin-4,Nectin-4,PVRL4,Q96NY8,ENSG00000143217,81607,HGNC:19688
5735_54_C1GALT1C1_C1GLC.txt.gz,C1GALT1C1,5735_54,X,120625674.0,120630054.0,C1GLC,C1GALT1-specific chaperone 1,C1GALT1C1,Q96EU7,ENSG00000171155,29071,HGNC:24338
5736_1_TREML2_TRML2.txt.gz,TREML2,5736_1,6,41189749.0,41201149.0,TRML2,Trem-like transcript 2 protein,TREML2,Q5T2D2,ENSG00000112195,79865,HGNC:21092
5737_61_SEMA4D_SEM4D.txt.gz,SEMA4D,5737_61,9,89360787.0,89498130.0,SEM4D,Semaphorin-4D,SEMA4D,Q92854,ENSG00000187764,10507,HGNC:10732
5739_75_KRTDAP_KTDAP.txt.gz,KRTDAP,5739_75,19,35487324.0,35495558.0,KTDAP,Keratinocyte differentiation-associated protein,KRTDAP,P60985,ENSG00000188508,388533,HGNC:16313
5740_17_ROBO1_ROBO1.txt.gz,ROBO1,5740_17,3,78597239.0,79767998.0,ROBO1,Roundabout homolog 1,ROBO1,Q9Y6N7,ENSG00000169855,6091,HGNC:10249
5742_14_ACP6_PPA6.txt.gz,ACP6,5742_14,1,147629652.0,147670524.0,PPA6,Lysophosphatidic acid phosphatase type 6,ACP6,Q9NPH0,ENSG00000162836,51205,HGNC:29609
5743_82_CARTPT_CART.txt.gz,CARTPT,5743_82,5,71719275.0,71721048.0,CART,Cocaine- and amphetamine-regulated transcript protein,CARTPT,Q16568,ENSG00000164326,9607,HGNC:24323
5744_12_MENT_CA056.txt.gz,MENT,5744_12,1,151047751.0,151051986.0,CA056,Protein MENT,MENT,Q9BUN1,ENSG00000143443,54964,HGNC:26045
5745_64_PI15_PI15.txt.gz,PI15,5745_64,8,74824534.0,74855029.0,PI15,Peptidase inhibitor 15,PI15,O43692,ENSG00000137558,51050,HGNC:8946
5748_20_ASAH1_Acid_ceramidase.txt.gz,ASAH1,5748_20,8,18055992.0,18084998.0,Acid ceramidase,Acid ceramidase,ASAH1,Q13510,ENSG00000104763,427,HGNC:735
5749_53_CLPS_COL.txt.gz,CLPS,5749_53,6,35794982.0,35797344.0,COL,Colipase,CLPS,P04118,ENSG00000137392,1208,HGNC:2085
5751_14_LETMD1_HCCR_1.txt.gz,LETMD1,5751_14,12,51047962.0,51060424.0,HCCR-1,LETM1 domain-containing protein 1,LETMD1,Q6P1Q0,ENSG00000050426,25875,HGNC:24241
5752_63_SUSD3_SUSD3.txt.gz,SUSD3,5752_63,9,93058688.0,93085133.0,SUSD3,Sushi domain-containing protein 3,SUSD3,Q96L08,ENSG00000157303,203328,HGNC:28391
5753_21_FAM19A1_F19A1.txt.gz,FAM19A1,5753_21,3,68004247.0,68545621.0,F19A1,Protein FAM19A1,FAM19A1,Q7Z5A9,ENSG00000183662,407738,HGNC:21587
5754_76_INSL6_INSL6.txt.gz,INSL6,5754_76,9,5123880.0,5185647.0,INSL6,Insulin-like peptide INSL6,INSL6,Q9Y581,ENSG00000120210,11172,HGNC:6089
5755_29_GIP_GIP.txt.gz,GIP,5755_29,17,48958554.0,48968596.0,GIP,Gastric inhibitory polypeptide,GIP,P09681,ENSG00000159224,2695,HGNC:4270
5756_66_PAPPA2_PAPP2.txt.gz,PAPPA2,5756_66,1,176463171.0,176845601.0,PAPP2,Pappalysin-2,PAPPA2,Q9BXP8,ENSG00000116183,60676,HGNC:14615
5757_45_GNAS_GNAS3.txt.gz,GNAS,5757_45,20,58839718.0,58911192.0,GNAS3,Neuroendocrine secretory protein 55,GNAS,O95467,ENSG00000087460,2778,HGNC:4392
5758_49_KLK9_kallikrein_9.txt.gz,KLK9,5758_49,19,51002508.0,51009634.0,kallikrein 9,Kallikrein-9,KLK9,Q9UKQ9,ENSG00000213022,284366,HGNC:6370
5762_35_SPAG11B_Sperm_associated_antigen_11.txt.gz,SPAG11B,5762_35,8,7442684.0,7463674.0,Sperm-associated antigen 11,Sperm-associated antigen 11B,SPAG11B,Q08648,ENSG00000164871,10407,HGNC:14534
5763_67_DEFB104A_HBD_4.txt.gz,DEFB104A,5763_67,8,7836436.0,7841242.0,HBD-4,Beta-defensin 104,DEFB104A,Q8WTQ1,ENSG00000177023,140596,HGNC:18115
5764_4_GALNT2_GALT2.txt.gz,GALNT2,5764_4,1,230057990.0,230282122.0,GALT2,Polypeptide N-acetylgalactosaminyltransferase 2,GALNT2,Q10471,ENSG00000143641,2590,HGNC:4124
5765_53_DEFB121_DB121.txt.gz,DEFB121,5765_53,20,31404845.0,31412838.0,DB121,Beta-defensin 121,DEFB121,Q5J5C9,ENSG00000204548,245934,HGNC:18101
5792_8_AFP_AFP.txt.gz,AFP,5792_8,4,73431138.0,73456174.0,AFP,alpha-Fetoprotein,AFP,P02771,ENSG00000081051,174,HGNC:317
5798_3_BID_BID.txt.gz,BID,5798_3,22,17734138.0,17774770.0,BID,BH3-interacting domain death agonist,BID,P55957,ENSG00000015475,637,HGNC:1050
5801_72_NGF_b_NGF.txt.gz,NGF,5801_72,1,115285904.0,115338770.0,b-NGF,beta-nerve growth factor,NGF,P01138,ENSG00000134259,4803,HGNC:7808
5803_24_C3_C3d.txt.gz,C3,5803_24,19,6677704.0,6730562.0,C3d,Complement C3d fragment,C3,P01024,ENSG00000125730,718,HGNC:1318
5807_77_CD70_CD70.txt.gz,CD70,5807_77,19,6583183.0,6604103.0,CD70,CD70 antigen,CD70,P32970,ENSG00000125726,970,HGNC:11937
5810_25_TDGF1_Cripto.txt.gz,TDGF1,5810_25,3,46574534.0,46582457.0,Cripto,Teratocarcinoma-derived growth factor 1,TDGF1,P13385,ENSG00000241186,6997,HGNC:11701
5813_58_EPO_Epo.txt.gz,EPO,5813_58,7,100720468.0,100723700.0,Epo,Erythropoietin,EPO,P01588,ENSG00000130427,2056,HGNC:3415
5822_22_GDNF_GDNF.txt.gz,GDNF,5822_22,5,37812677.0,37840041.0,GDNF,Glial cell line-derived neurotrophic factor,GDNF,P39905,ENSG00000168621,2668,HGNC:4232
5825_49_IFNGR1_IFN_g_R1.txt.gz,IFNGR1,5825_49,6,137197483.0,137219449.0,IFN-g R1,Interferon gamma receptor 1,IFNGR1,P15260,ENSG00000027697,3459,HGNC:5439
5834_18_IL9_IL_9.txt.gz,IL9,5834_18,5,135892246.0,135895841.0,IL-9,Interleukin-9,IL9,P15248,ENSG00000145839,3578,HGNC:6029
5837_49_LIFR_LIF_sR.txt.gz,LIFR,5837_49,5,38474668.0,38608354.0,LIF sR,Leukemia inhibitory factor receptor,LIFR,P42702,ENSG00000113594,3977,HGNC:6597
5843_60_EHMT2_NG36.txt.gz,EHMT2,5843_60,6,31879759.0,31897698.0,NG36,Histone-lysine N-methyltransferase EHMT2,EHMT2,Q96KQ7,ENSG00000236759,10919,HGNC:14129
5852_6_S100A12_S100A12.txt.gz,S100A12,5852_6,1,153373711.0,153375621.0,S100A12,Protein S100-A12,S100A12,P80511,ENSG00000163221,6283,HGNC:10489
5854_60_MAPT_tau.txt.gz,MAPT,5854_60,17,45894527.0,46028334.0,tau,Microtubule-associated protein tau,MAPT,P10636,ENSG00000186868,4137,HGNC:6893
5858_6_YWHAZ_14_3_3_protein_zeta_delta.txt.gz,YWHAZ,5858_6,8,100916523.0,100953388.0,14-3-3 protein zeta/delta,14-3-3 protein zeta/delta,YWHAZ,P63104,ENSG00000164924,7534,HGNC:12855
5861_78_HAAO_3HAO.txt.gz,HAAO,5861_78,2,42767089.0,42792593.0,3HAO,"3-hydroxyanthranilate 3,4-dioxygenase",HAAO,P46952,ENSG00000162882,23498,HGNC:4796
5864_10_ALDOA_aldolase_A.txt.gz,ALDOA,5864_10,16,30064164.0,30070457.0,aldolase A,Fructose-bisphosphate aldolase A,ALDOA,P04075,ENSG00000149925,226,HGNC:414
5867_60_ARG1_ARGI1.txt.gz,ARG1,5867_60,6,131470832.0,131584332.0,ARGI1,Arginase-1,ARG1,P05089,ENSG00000118520,383,HGNC:663
5870_23_BAD_BAD.txt.gz,BAD,5870_23,11,64269830.0,64284704.0,BAD,Bcl2-associated agonist of cell death,BAD,Q92934,ENSG00000002330,572,HGNC:936
5879_51_DCTN2_Dynactin_subunit_2.txt.gz,DCTN2,5879_51,12,57529633.0,57547224.0,Dynactin subunit 2,Dynactin subunit 2,DCTN2,Q13561,ENSG00000175203,10540,HGNC:2712
5882_34_EEF1B2_EF_1_beta.txt.gz,EEF1B2,5882_34,2,206159585.0,206162928.0,EF-1-beta,Elongation factor 1-beta,EEF1B2,P24534,ENSG00000114942,1933,HGNC:3208
5885_55_EIF4H_eIF_4H.txt.gz,EIF4H,5885_55,7,74174231.0,74197122.0,eIF-4H,Eukaryotic translation initiation factor 4H,EIF4H,Q15056,ENSG00000106682,7458,HGNC:12741
5888_29_EIF5A_eIF_5A_1.txt.gz,EIF5A,5888_29,17,7306999.0,7312463.0,eIF-5A-1,Eukaryotic translation initiation factor 5A-1,EIF5A,P63241,ENSG00000132507,1984,HGNC:3300
5897_58_GRP_Gastrin_releasing_peptide.txt.gz,GRP,5897_58,18,59220158.0,59230774.0,Gastrin-releasing peptide,Gastrin-releasing peptide,GRP,P07492,ENSG00000134443,2922,HGNC:4605
5900_11_HINT1_HINT1.txt.gz,HINT1,5900_11,5,131155383.0,131224468.0,HINT1,Histidine triad nucleotide-binding protein 1,HINT1,P49773,ENSG00000169567,3094,HGNC:4912
5903_91_HSPA8_HSP70_protein_8.txt.gz,HSPA8,5903_91,11,123057489.0,123063230.0,HSP70 protein 8,Heat shock cognate 71 kDa protein,HSPA8,P11142,ENSG00000109971,3312,HGNC:5241
5909_51_NME1_Nucleoside_diphosphate_kinase_A.txt.gz,NME1,5909_51,17,51153559.0,51162428.0,Nucleoside diphosphate kinase A,Nucleoside diphosphate kinase A,NME1,P15531,ENSG00000239672,4830,HGNC:7849
5915_58_PEX5_PEX5.txt.gz,PEX5,5915_58,12,7188685.0,7218574.0,PEX5,Peroxisomal targeting signal 1 receptor,PEX5,P50542,ENSG00000139197,5830,HGNC:9719
5918_5_PSME1_PSME1.txt.gz,PSME1,5918_5,14,24136163.0,24138967.0,PSME1,Proteasome activator complex subunit 1,PSME1,Q06323,ENSG00000092010,5720,HGNC:9568
5927_4_WISP3_WISP_3.txt.gz,WISP3,5927_4,6,112054075.0,112069686.0,WISP-3,WNT1-inducible-signaling pathway protein 3,WISP3,O95389,ENSG00000112761,8838,HGNC:12771
5936_53_TNF_TNF_a.txt.gz,TNF,5936_53,6,31575565.0,31578336.0,TNF-a,Tumor necrosis factor,TNF,P01375,ENSG00000232810,7124,HGNC:11892
5939_42_TNFSF12_TWEAK.txt.gz,TNFSF12,5939_42,17,7548508.0,7557890.0,TWEAK,Tumor necrosis factor ligand superfamily member 12,TNFSF12,O43508,ENSG00000239697,8742,HGNC:11927
5947_90_THPO_Tpo.txt.gz,THPO,5947_90,3,184371935.0,184381968.0,Tpo,Thrombopoietin,THPO,P40225,ENSG00000090534,7066,HGNC:11795
5954_62_PTH_PTH.txt.gz,PTH,5954_62,11,13492054.0,13496181.0,PTH,Parathyroid hormone,PTH,P01270,ENSG00000152266,5741,HGNC:9606
5957_30_SST_Somatostatin_28.txt.gz,SST,5957_30,3,187668912.0,187670394.0,Somatostatin-28,Somatostatin-28,SST,P61278,ENSG00000157005,6750,HGNC:11329
5963_9_DMKN_Dermokine.txt.gz,DMKN,5963_9,19,35497220.0,35513658.0,Dermokine,Dermokine,DMKN,Q6E0U4,ENSG00000161249,93099,HGNC:25063
5980_55_BOLA3_BOLA3.txt.gz,BOLA3,5980_55,2,74135400.0,74147912.0,BOLA3,BolA-like protein 3,BOLA3,Q53S33,ENSG00000163170,388962,HGNC:24415
5981_6_C21orf33_ES1.txt.gz,C21orf33,5981_6,21,44133610.0,44210114.0,ES1,"ES1 protein homolog, mitochondrial",C21orf33,P30042,ENSG00000160221,8209,HGNC:53816
5988_49_TNFSF14_LIGHT.txt.gz,TNFSF14,5988_49,19,6661253.0,6670588.0,LIGHT,Tumor necrosis factor ligand superfamily member 14,TNFSF14,O43557,ENSG00000125735,8740,HGNC:11930
6020_52_UTS2_Urotensin_II.txt.gz,UTS2,6020_52,1,7843083.0,7853512.0,Urotensin-II,Urotensin-2,UTS2,O95399,ENSG00000049247,10911,HGNC:12636
6022_57_NELL2_NELL2.txt.gz,NELL2,6022_57,12,44508275.0,44921848.0,NELL2,Protein kinase C-binding protein NELL2,NELL2,Q99435,ENSG00000184613,4753,HGNC:7751
6027_31_RLN3_REL3.txt.gz,RLN3,6027_31,19,14028148.0,14031551.0,REL3,Relaxin-3,RLN3,Q8WXF3,ENSG00000171136,117579,HGNC:17135
6035_2_ST6GAL1_SIAT1.txt.gz,ST6GAL1,6035_2,3,186930325.0,187078553.0,SIAT1,"Beta-galactoside alpha-2,6-sialyltransferase 1",ST6GAL1,P15907,ENSG00000073849,6480,HGNC:10860
6039_24_CRHBP_CRHBP.txt.gz,CRHBP,6039_24,5,76953045.0,76981158.0,CRHBP,Corticotropin-releasing factor-binding protein,CRHBP,P24387,ENSG00000145708,1393,HGNC:2356
6049_64_PTPRS_PTPRS.txt.gz,PTPRS,6049_64,19,5158495.0,5340812.0,PTPRS,Receptor-type tyrosine-protein phosphatase S,PTPRS,Q13332,ENSG00000105426,5802,HGNC:9681
6054_6_NXPH3_NXPH3.txt.gz,NXPH3,6054_6,17,49575871.0,49583827.0,NXPH3,Neurexophilin-3,NXPH3,O95157,ENSG00000182575,11248,HGNC:8077
6060_2_PIP_PIP.txt.gz,PIP,6060_2,7,143132077.0,143139739.0,PIP,Prolactin-inducible protein,PIP,P12273,ENSG00000159763,5304,HGNC:8993
6064_4_ERP44_TXNDC4.txt.gz,ERP44,6064_4,9,99979185.0,100099052.0,TXNDC4,Endoplasmic reticulum resident protein 44,ERP44,Q9BS26,ENSG00000023318,23071,HGNC:18311
6069_71_SUMF2_SUMF2.txt.gz,SUMF2,6069_71,7,56064002.0,56080670.0,SUMF2,Sulfatase-modifying factor 2,SUMF2,Q8NBJ7,ENSG00000129103,25870,HGNC:20415
6077_63_CECR1_CECR1.txt.gz,CECR1,6077_63,22,17178790.0,17258235.0,CECR1,Adenosine deaminase CECR1,CECR1,Q9NZK5,ENSG00000093072,51816,HGNC:1839
6079_59_ACPL2_ACPL2.txt.gz,ACPL2,6079_59,3,141228726.0,141367753.0,ACPL2,2-phosphoxylose phosphatase 1,ACPL2,Q8TE99,ENSG00000155893,92370,HGNC:26303
6081_52_PCOLCE2_PCOC2.txt.gz,PCOLCE2,6081_52,3,142815922.0,142889206.0,PCOC2,Procollagen C-endopeptidase enhancer 2,PCOLCE2,Q9UKZ9,ENSG00000163710,26577,HGNC:8739
6086_15_CHRDL2_CRDL2.txt.gz,CHRDL2,6086_15,11,74696429.0,74731426.0,CRDL2,Chordin-like protein 2,CHRDL2,Q6WN34,ENSG00000054938,25884,HGNC:24168
6103_70_FCRL5_FCRL5.txt.gz,FCRL5,6103_70,1,157513377.0,157552515.0,FCRL5,Fc receptor-like protein 5,FCRL5,Q96RD9,ENSG00000143297,83416,HGNC:18508
6107_3_CELA1_ELA1.txt.gz,CELA1,6107_3,12,51328442.0,51346679.0,ELA1,Chymotrypsin-like elastase family member 1,CELA1,Q9UNI1,ENSG00000139610,1990,HGNC:3308
6117_4_PCSK2_NEC2.txt.gz,PCSK2,6117_4,20,17226107.0,17484578.0,NEC2,Neuroendocrine convertase 2,PCSK2,P16519,ENSG00000125851,5126,HGNC:8744
6119_14_MAMDC2_MAMC2.txt.gz,MAMDC2,6119_14,9,70043848.0,70226972.0,MAMC2,MAM domain-containing protein 2,MAMDC2,Q7Z304,ENSG00000165072,256691,HGNC:23673
6123_69_TP53_p53.txt.gz,TP53,6123_69,17,7661779.0,7687538.0,p53,Cellular tumor antigen p53,TP53,P04637,ENSG00000141510,7157,HGNC:11998
6151_18_MAP2K3_MP2K3.txt.gz,MAP2K3,6151_18,17,21284672.0,21315232.0,MP2K3,Dual specificity mitogen-activated protein kinase kinase 3,MAP2K3,P46734,ENSG00000034152,5606,HGNC:6843
6168_11_TP53_p53_R175H.txt.gz,TP53,6168_11,17,7661779.0,7687538.0,p53 R175H,Cellular tumor antigen p53 R175H mutant,TP53,P04637,,7157,HGNC:11998
6207_10_PSAP_prosaposin.txt.gz,PSAP,6207_10,10,71816298.0,71851251.0,prosaposin,Prosaposin,PSAP,P07602,ENSG00000197746,5660,HGNC:9498
6210_100_IFNA5_IFNA5.txt.gz,IFNA5,6210_100,9,21304326.0,21305313.0,IFNA5,Interferon alpha-5,IFNA5,P01569,ENSG00000147873,3442,HGNC:5426
6213_10_CGB2_CGB2.txt.gz,CGB2,6213_10,19,49031890.0,49033238.0,CGB2,Choriogonadotropin subunit beta variant 2,CGB2,Q6NT52,ENSG00000204748,114336,HGNC:16722
6214_84_IFNA8_IFNA8.txt.gz,IFNA8,6214_84,9,21409117.0,21410185.0,IFNA8,Interferon alpha-8,IFNA8,P32881,ENSG00000120242,3445,HGNC:5429
6219_14_PDZD11_PDZ11.txt.gz,PDZD11,6219_14,X,70281118.0,70290514.0,PDZ11,PDZ domain-containing protein 11,PDZD11,Q5EBL8,ENSG00000120509,51248,HGNC:28034
6221_1_ADPGK_ADPGK.txt.gz,ADPGK,6221_1,15,72751294.0,72785846.0,ADPGK,ADP-dependent glucokinase,ADPGK,Q9BRR6,ENSG00000159322,83440,HGNC:25250
6223_5_GUCA2B_GUC2B.txt.gz,GUCA2B,6223_5,1,42153410.0,42155820.0,GUC2B,Guanylate cyclase activator 2B,GUCA2B,Q16661,ENSG00000044012,2981,HGNC:4683
6226_69_EFHA1_EFHA1.txt.gz,EFHA1,6226_69,13,21492691.0,21604181.0,EFHA1,"Calcium uptake protein 2, mitochondrial",EFHA1,Q8IYU8,ENSG00000165487,221154,HGNC:31830
6227_1_KLK10_kallikrein_10.txt.gz,KLK10,6227_1,19,51012739.0,51020175.0,kallikrein 10,Kallikrein-10,KLK10,O43240,ENSG00000129451,5655,HGNC:6358
6228_58_SPACA1_sperm_acrosome_associated_1.txt.gz,SPACA1,6228_58,6,88047841.0,88066838.0,sperm acrosome associated 1,Sperm acrosome membrane-associated protein 1,SPACA1,Q9HBV2,ENSG00000118434,81833,HGNC:14967
6230_56_CER1_CER1.txt.gz,CER1,6230_56,9,14719724.0,14722733.0,CER1,Cerberus,CER1,O95813,ENSG00000147869,9350,HGNC:1862
6231_46_STC2_STC2.txt.gz,STC2,6231_46,5,173314723.0,173328447.0,STC2,Stanniocalcin-2,STC2,O76061,ENSG00000113739,8614,HGNC:11374
6234_74_VIT_VITRN.txt.gz,VIT,6234_74,2,36696690.0,36814794.0,VITRN,Vitrin,VIT,Q6UXI7,ENSG00000205221,5212,HGNC:12697
6237_11_FGFRL1_FGRL1.txt.gz,FGFRL1,6237_11,4,1009936.0,1026898.0,FGRL1,Fibroblast growth factor receptor-like 1,FGFRL1,Q8N441,ENSG00000127418,53834,HGNC:3693
6238_55_PSG8_PSG8.txt.gz,PSG8,6238_55,19,42752686.0,42765678.0,PSG8,Pregnancy-specific beta-1-glycoprotein 8,PSG8,Q9UQ74,ENSG00000124467,440533,HGNC:9525
6240_70_RSPO1_RSPO1.txt.gz,RSPO1,6240_70,1,37611350.0,37634892.0,RSPO1,R-spondin-1,RSPO1,Q2MKA7,ENSG00000169218,284654,HGNC:21679
6245_4_PVRL2_Nectin_2.txt.gz,PVRL2,6245_4,19,44846175.0,44889223.0,Nectin-2,Nectin-2,PVRL2,Q92692,ENSG00000130202,5819,HGNC:9707
6247_9_SIRPB1_SIRB1.txt.gz,SIRPB1,6247_9,20,1561385.0,1620061.0,SIRB1,Signal-regulatory protein beta-1,SIRPB1,O00241,ENSG00000101307,10326,HGNC:15928
6252_62_SCGB3A1_Secretoglobin_family_3A_member_1.txt.gz,SCGB3A1,6252_62,5,180590105.0,180591499.0,Secretoglobin family 3A member 1,Secretoglobin family 3A member 1,SCGB3A1,Q96QR1,ENSG00000161055,92304,HGNC:18384
6255_74_CPXM1_CPXM1.txt.gz,CPXM1,6255_74,20,2794074.0,2800627.0,CPXM1,Probable carboxypeptidase X1,CPXM1,Q96SM3,ENSG00000088882,56265,HGNC:15771
6256_9_LY6G6C_LY66C.txt.gz,LY6G6C,6256_9,6,31718648.0,31721746.0,LY66C,Lymphocyte antigen 6 complex locus protein G6c,LY6G6C,O95867,ENSG00000235925,80740,HGNC:13936
6257_56_CGREF1_CGRE1.txt.gz,CGREF1,6257_56,2,27098889.0,27119128.0,CGRE1,Cell growth regulator with EF hand domain protein 1,CGREF1,Q99674,ENSG00000138028,10669,HGNC:16962
6262_14_IL17RB_IL_17B_R.txt.gz,IL17RB,6262_14,3,53846568.0,53865794.0,IL-17B R,Interleukin-17 receptor B,IL17RB,Q9NRM6,ENSG00000056736,55540,HGNC:18015
6264_9_CYR61_CYR61.txt.gz,CYR61,6264_9,1,85580761.0,85584589.0,CYR61,Protein CYR61,CYR61,O00622,ENSG00000142871,3491,HGNC:2654
6267_51_STMN4_STMN4.txt.gz,STMN4,6267_51,8,27235308.0,27258420.0,STMN4,Stathmin-4,STMN4,Q9H169,ENSG00000015592,81551,HGNC:16078
6273_58_LEPRE1_P3H1.txt.gz,LEPRE1,6273_58,1,42746335.0,42767084.0,P3H1,Prolyl 3-hydroxylase 1,LEPRE1,Q32P28,ENSG00000117385,64175,HGNC:19316
6274_15_WSCD2_WSCD2.txt.gz,WSCD2,6274_15,12,108129288.0,108250537.0,WSCD2,WSC domain-containing protein 2,WSCD2,Q2TBF2,ENSG00000075035,9671,HGNC:29117
6276_16_FURIN_Furin.txt.gz,FURIN,6276_16,15,90868588.0,90883564.0,Furin,Furin,FURIN,P09958,ENSG00000140564,5045,HGNC:8568
6280_11_PCDH8_PCDH8.txt.gz,PCDH8,6280_11,13,52842889.0,52848641.0,PCDH8,Protocadherin-8,PCDH8,O95206,ENSG00000136099,5100,HGNC:8660
6281_51_ST3GAL2_SIA4B.txt.gz,ST3GAL2,6281_51,16,70375977.0,70439237.0,SIA4B,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2",ST3GAL2,Q16842,ENSG00000157350,6483,HGNC:10863
