Protein,DECODE_exposure,DCODE_seqid,uniprot,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID
COLGALT2,COLGALT2_7234_12,SeqId.7234-12,Q8IYK4,GT252,Procollagen galactosyltransferase 2,COLGALT2,SomaScan v4,16790,COLGALT2,collagen beta(1-O)galactosyltransferase 2,617533,ENSG00000198756,23127
COMMD1,COMMD1_12509_115,SeqId.12509-115,Q8N668,COMD1,COMM domain-containing protein 1,COMMD1,SomaScan v4,23024,COMMD1,copper metabolism domain containing 1,607238,ENSG00000173163,150684
COMMD7,COMMD7_2823_7,SeqId.2823-7,Q86VX2,COMMD7,COMM domain-containing protein 7,COMMD7,SomaScan v4,16223,COMMD7,COMM domain containing 7,616703,ENSG00000149600,149951
COMMD9,COMMD9_17683_2,SeqId.17683-2,Q9P000,COMD9,COMM domain-containing protein 9,COMMD9,SomaScan v4,25014,COMMD9,COMM domain containing 9,612299,ENSG00000110442,29099
FKBP14,FKBP14_9340_17,SeqId.9340-17,Q9NWM8,FKB14,Peptidyl-prolyl cis-trans isomerase FKBP14,FKBP14,SomaScan v4,18625,FKBP14,FKBP prolyl isomerase 14,614505,ENSG00000106080,55033
FKBP3,FKBP3_18383_9,SeqId.18383-9,Q00688,FKBP3,Peptidyl-prolyl cis-trans isomerase FKBP3,FKBP3,SomaScan v4,3719,FKBP3,FKBP prolyl isomerase 3,186947,ENSG00000100442,2287
FKBP6,FKBP6_12529_32,SeqId.12529-32,O75344,FKBP6,Inactive peptidyl-prolyl cis-trans isomerase FKBP6,FKBP6,SomaScan v4,3722,FKBP6,FKBP prolyl isomerase family member 6 (inactive),604839,ENSG00000077800,8468
FLNA,FLNA_11171_25,SeqId.11171-25,P21333,filamin A,Filamin-A,FLNA,SomaScan v4,3754,FLNA,filamin A,300017,ENSG00000196924,2316
FLRT1,FLRT1_4547_59,SeqId.4547-59,Q9NZU1,FLRT1,Leucine-rich repeat transmembrane protein FLRT1,FLRT1,SomaScan v4,3760,FLRT1,fibronectin leucine rich transmembrane protein 1,604806,ENSG00000126500,23769
FLRT3,FLRT3_9128_34,SeqId.9128-34,Q9NZU0,FLRT3,Leucine-rich repeat transmembrane protein FLRT3,FLRT3,SomaScan v4,3762,FLRT3,fibronectin leucine rich transmembrane protein 3,604808,ENSG00000125848,23767
FLT1,FLT1_16315_105,SeqId.16315-105,P17948,VEGF sR1,Vascular endothelial growth factor receptor 1,FLT1,SomaScan v4,3763,FLT1,fms related receptor tyrosine kinase 1,165070,ENSG00000102755,2321
FLT3,FLT3_3437_80,SeqId.3437-80,P36888,Flt-3,Receptor-type tyrosine-protein kinase FLT3,FLT3,SomaScan v4,3765,FLT3,fms related receptor tyrosine kinase 3,136351,ENSG00000122025,2322
FLT3LG,FLT3LG_14093_10,SeqId.14093-10,P49771,Flt3 ligand,Fms-related tyrosine kinase 3 ligand,FLT3LG,SomaScan v4,3766,FLT3LG,fms related receptor tyrosine kinase 3 ligand,600007,ENSG00000090554,2323
FMR1,FMR1_7713_102,SeqId.7713-102,Q06787,FMR1,Fragile X mental retardation protein 1,FMR1,SomaScan v4,3775,FMR1,fragile X messenger ribonucleoprotein 1,309550,ENSG00000102081,2332
FNDC4,FNDC4_13451_2,SeqId.13451-2,Q9H6D8,FNDC4,Fibronectin type III domain-containing protein 4,FNDC4,SomaScan v4,20239,FNDC4,fibronectin type III domain containing 4,611905,ENSG00000115226,64838
FOLR1,FOLR1_17455_42,SeqId.17455-42,P15328,FOLR1,Folate receptor alpha,FOLR1,SomaScan v4,3791,FOLR1,folate receptor alpha,136430,ENSG00000110195,2348
FOXC2,FOXC2_14051_54,SeqId.14051-54,Q99958,FOXC2,Forkhead box protein C2,FOXC2,SomaScan v4,3801,FOXC2,forkhead box C2,602402,ENSG00000176692,2303
FOXG1,FOXG1_9896_21,SeqId.9896-21,P55316,FOXGB,Forkhead box protein G1,FOXG1,SomaScan v4,3811,FOXG1,forkhead box G1,164874,ENSG00000176165,2290
FOXL2,FOXL2_11375_49,SeqId.11375-49,P58012,FOXL2,Forkhead box protein L2,FOXL2,SomaScan v4,1092,FOXL2,forkhead box L2,605597,ENSG00000183770,668
FOXM1,FOXM1_10056_5,SeqId.10056-5,Q08050,FOXM1,Forkhead box protein M1,FOXM1,SomaScan v4,3818,FOXM1,forkhead box M1,602341,ENSG00000111206,2305
FOXRED1,FOXRED1_8017_23,SeqId.8017-23,Q96CU9,FXRD1,FAD-dependent oxidoreductase domain-containing protein 1,FOXRED1,SomaScan v4,26927,FOXRED1,FAD dependent oxidoreductase domain containing 1,613622,ENSG00000110074,55572
FREM2,FREM2_7246_4,SeqId.7246-4,Q5SZK8,FREM2,FRAS1-related extracellular matrix protein 2,FREM2,SomaScan v4,25396,FREM2,FRAS1 related extracellular matrix 2,608945,ENSG00000150893,341640
FRRS1L,FRRS1L_7976_19,SeqId.7976-19,Q9P0K9,FRS1L,DOMON domain-containing protein FRRS1L,FRRS1L,SomaScan v4,1362,FRRS1L,ferric chelate reductase 1 like,604574,ENSG00000260230,23732
FRS2,FRS2_13025_4,SeqId.13025-4,Q8WU20,FRS2,Fibroblast growth factor receptor substrate 2,FRS2,SomaScan v4,16971,FRS2,fibroblast growth factor receptor substrate 2,607743,ENSG00000166225,10818
FSHB,FSHB_8036_75,SeqId.8036-75,P01225,FSHB,Follitropin subunit beta,FSHB,SomaScan v4,3964,FSHB,follicle stimulating hormone subunit beta,136530,ENSG00000131808,2488
FST,FST_4132_27,SeqId.4132-27,P19883,FST,Follistatin,FST,SomaScan v4,3971,FST,follistatin,136470,ENSG00000134363,10468
FSTL5,FSTL5_7099_33,SeqId.7099-33,Q8N475,FSTL5,Follistatin-related protein 5,FSTL5,SomaScan v4,21386,FSTL5,follistatin like 5,620128,ENSG00000168843,56884
FTMT,FTMT_8048_9,SeqId.8048-9,Q8N4E7,FTMT,"Ferritin, mitochondrial",FTMT,SomaScan v4,17345,FTMT,ferritin mitochondrial,608847,ENSG00000181867,94033
FURIN,FURIN_6276_16,SeqId.6276-16,P09958,Furin,Furin,FURIN,SomaScan v4,8568,FURIN,"furin, paired basic amino acid cleaving enzyme",136950,ENSG00000140564,5045
FUT2,FUT2_9121_28,SeqId.9121-28,Q10981,FUT2,Galactoside 2-alpha-L-fucosyltransferase 2,FUT2,SomaScan v4,4013,FUT2,fucosyltransferase 2,182100,ENSG00000176920,2524
FUT9,FUT9_6991_24,SeqId.6991-24,Q9Y231,FUT9,"Alpha-(1,3)-fucosyltransferase 9",FUT9,SomaScan v4,4020,FUT9,fucosyltransferase 9,606865,ENSG00000172461,10690
FXN,FXN_15389_1,SeqId.15389-1,Q16595,FRDA,"Frataxin, mitochondrial",FXN,SomaScan v4,3951,FXN,frataxin,606829,ENSG00000165060,2395
FYN,FYN_3813_3,SeqId.3813-3,P06241,FYN,Tyrosine-protein kinase Fyn,FYN,SomaScan v4,4037,FYN,"FYN proto-oncogene, Src family tyrosine kinase",137025,ENSG00000010810,2534
FZD10,FZD10_11647_6,SeqId.11647-6,Q9ULW2,Frizzled-10,Frizzled-10,FZD10,SomaScan v4,4039,FZD10,frizzled class receptor 10,606147,ENSG00000111432,11211
G0S2,G0S2_8931_124,SeqId.8931-124,P27469,G0S2,G0/G1 switch protein 2,G0S2,SomaScan v4,30229,G0S2,G0/G1 switch 2,614447,ENSG00000123689,50486
G3BP2,G3BP2_9831_12,SeqId.9831-12,Q9UN86,G3BP2,Ras GTPase-activating protein-binding protein 2,G3BP2,SomaScan v4,30291,G3BP2,G3BP stress granule assembly factor 2,620020,ENSG00000138757,9908
G6PD,G6PD_19297_4,SeqId.19297-4,P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase,G6PD,SomaScan v4,4057,G6PD,glucose-6-phosphate dehydrogenase,305900,ENSG00000160211,2539
GABARAP,GABARAP_17735_130,SeqId.17735-130,O95166,GBRAP,Gamma-aminobutyric acid receptor-associated protein,GABARAP,SomaScan v4,4067,GABARAP,GABA type A receptor-associated protein,605125,ENSG00000170296,11337
GABARAPL1,GABARAPL1_12661_44,SeqId.12661-44,Q9H0R8,GBRL1,Gamma-aminobutyric acid receptor-associated protein-like 1,GABARAPL1,SomaScan v4,4068,GABARAPL1,GABA type A receptor associated protein like 1,607420,ENSG00000139112,23710
GABBR2,GABBR2_13948_50,SeqId.13948-50,O75899,GABR2,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,SomaScan v4,4507,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,607340,ENSG00000136928,9568
GABBR2,GABBR2_9930_48,SeqId.9930-48,O75899,GABR2,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,SomaScan v4,4507,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,607340,ENSG00000136928,9568
GAD1,GAD1_11280_6,SeqId.11280-6,Q99259,DCE1,Glutamate decarboxylase 1,GAD1,SomaScan v4,4092,GAD1,glutamate decarboxylase 1,605363,ENSG00000128683,2571
GADD45GIP1,GADD45GIP1_9302_90,SeqId.9302-90,Q8TAE8,G45IP,Growth arrest and DNA damage-inducible proteins-interacting protein 1,GADD45GIP1,SomaScan v4,29996,GADD45GIP1,GADD45G interacting protein 1,605162,ENSG00000179271,90480
GAGE2A,GAGE2A_18268_5,SeqId.18268-5,Q6NT46,GAG2A,G antigen 2A,GAGE2A,SomaScan v4,4099,GAGE2A,G antigen 2A,300720,ENSG00000189064,729447
GAL,GAL_15390_3,SeqId.15390-3,P22466,Galanin,Galanin,GAL,SomaScan v4,4114,GAL,galanin and GMAP prepropeptide,137035,ENSG00000069482,51083
GAL3ST1,GAL3ST1_8696_15,SeqId.8696-15,Q99999,G3ST1,Galactosylceramide sulfotransferase,GAL3ST1,SomaScan v4,24240,GAL3ST1,galactose-3-O-sulfotransferase 1,602300,ENSG00000128242,9514
GAL3ST2,GAL3ST2_10734_339,SeqId.10734-339,Q9H3Q3,G3ST2,Galactose-3-O-sulfotransferase 2,GAL3ST2,SomaScan v4,24869,GAL3ST2,galactose-3-O-sulfotransferase 2,608237,ENSG00000154252,64090
GALE,GALE_11457_53,SeqId.11457-53,Q14376,GALE,UDP-glucose 4-epimerase,GALE,SomaScan v4,4116,GALE,UDP-galactose-4-epimerase,606953,ENSG00000117308,2582
GALK1,GALK1_11448_34,SeqId.11448-34,P51570,GALK1,Galactokinase,GALK1,SomaScan v4,4118,GALK1,galactokinase 1,604313,ENSG00000108479,2584
GALNT1,GALNT1_7090_17,SeqId.7090-17,Q10472,GALT1,Polypeptide N-acetylgalactosaminyltransferase 1,GALNT1,SomaScan v4,4123,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1,602273,ENSG00000141429,2589
GALNT10,GALNT10_7003_4,SeqId.7003-4,Q86SR1,GLT10,Polypeptide N-acetylgalactosaminyltransferase 10,GALNT10,SomaScan v4,19873,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,608043,ENSG00000164574,55568
GALNT11,GALNT11_8700_325,SeqId.8700-325,Q8NCW6,GLT11,Polypeptide N-acetylgalactosaminyltransferase 11,GALNT11,SomaScan v4,19875,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11,615130,ENSG00000178234,63917
GALNT2,GALNT2_5764_4,SeqId.5764-4,Q10471,GALT2,Polypeptide N-acetylgalactosaminyltransferase 2,GALNT2,SomaScan v4,4124,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,602274,ENSG00000143641,2590
GALNT3,GALNT3_6593_5,SeqId.6593-5,Q14435,GALT3,Polypeptide N-acetylgalactosaminyltransferase 3,GALNT3,SomaScan v4,4125,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,601756,ENSG00000115339,2591
GAN,GAN_10054_3,SeqId.10054-3,Q9H2C0,GAN,Gigaxonin,GAN,SomaScan v4,4137,GAN,gigaxonin,605379,ENSG00000261609,8139
GAP43,GAP43_15325_14,SeqId.15325-14,P17677,NEUM,Neuromodulin,GAP43,SomaScan v4,4140,GAP43,growth associated protein 43,162060,ENSG00000172020,2596
GAPDHS,GAPDHS_8004_15,SeqId.8004-15,O14556,G3PT,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",GAPDHS,SomaScan v4,24864,GAPDHS,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",609169,ENSG00000105679,26330
UFC1,UFC1_3405_6,SeqId.3405-6,Q9Y3C8,UFC1,Ubiquitin-fold modifier-conjugating enzyme 1,UFC1,SomaScan v4,26941,UFC1,ubiquitin-fold modifier conjugating enzyme 1,610554,ENSG00000143222,51506
UFM1,UFM1_3836_51,SeqId.3836-51,P61960,UFM1,Ubiquitin-fold modifier 1,UFM1,SomaScan v4,20597,UFM1,ubiquitin fold modifier 1,610553,ENSG00000120686,51569
UGP2,UGP2_13939_14,SeqId.13939-14,Q16851,UGPA1,UTP--glucose-1-phosphate uridylyltransferase,UGP2,SomaScan v4,12527,UGP2,UDP-glucose pyrophosphorylase 2,191760,ENSG00000169764,7360
UGT1A8,UGT1A8_8899_75,SeqId.8899-75,Q9HAW9,UD18,UDP-glucuronosyltransferase 1-8,UGT1A8,SomaScan v4,12540,UGT1A8,UDP glucuronosyltransferase family 1 member A8,606433,ENSG00000242366,54576
ULBP1,ULBP1_3081_70,SeqId.3081-70,Q9BZM6,ULBP-1,NKG2D ligand 1,ULBP1,SomaScan v4,14893,ULBP1,UL16 binding protein 1,605697,ENSG00000111981,80329
ULBP3,ULBP3_2747_3,SeqId.2747-3,Q9BZM4,ULBP-3,NKG2D ligand 3,ULBP3,SomaScan v4,14895,ULBP3,UL16 binding protein 3,605699,ENSG00000131019,79465
UMOD,UMOD_9451_20,SeqId.9451-20,P07911,Uromodulin,Uromodulin,UMOD,SomaScan v4,12559,UMOD,uromodulin,191845,ENSG00000169344,7369
UMODL1,UMODL1_9114_84,SeqId.9114-84,Q5DID0,UROL1,Uromodulin-like 1,UMODL1,SomaScan v4,12560,UMODL1,uromodulin like 1,613859,ENSG00000177398,89766
UNC13A,UNC13A_14052_26,SeqId.14052-26,Q9UPW8,UN13A,Protein unc-13 homolog A,UNC13A,SomaScan v4,23150,UNC13A,unc-13 homolog A,609894,ENSG00000130477,23025
UNC45A,UNC45A_13082_9,SeqId.13082-9,Q9H3U1,UN45A,Protein unc-45 homolog A,UNC45A,SomaScan v4,30594,UNC45A,unc-45 myosin chaperone A,611219,ENSG00000140553,55898
UNC5B,UNC5B_7776_20,SeqId.7776-20,Q8IZJ1,UNC5B,Netrin receptor UNC5B,UNC5B,SomaScan v4,12568,UNC5B,unc-5 netrin receptor B,607870,ENSG00000107731,219699
UPP1,UPP1_19448_104,SeqId.19448-104,Q16831,UPP1,Uridine phosphorylase 1,UPP1,SomaScan v4,12576,UPP1,uridine phosphorylase 1,191730,ENSG00000183696,7378
UQCRB,UQCRB_12957_62,SeqId.12957-62,P14927,UCR6,Cytochrome b-c1 complex subunit 7,UQCRB,SomaScan v4,12582,UQCRB,ubiquinol-cytochrome c reductase binding protein,191330,ENSG00000156467,7381
USB1,USB1_11328_9,SeqId.11328-9,Q9BQ65,USB1,U6 snRNA phosphodiesterase,USB1,SomaScan v4,25792,USB1,U6 snRNA biogenesis phosphodiesterase 1,613276,ENSG00000103005,79650
USH1C,USH1C_17725_37,SeqId.17725-37,Q9Y6N9,USH1C,Harmonin,USH1C,SomaScan v4,12597,USH1C,USH1 protein network component harmonin,605242,ENSG00000006611,10083
USO1,USO1_13639_101,SeqId.13639-101,O60763,USO1,General vesicular transport factor p115,USO1,SomaScan v4,30904,USO1,USO1 vesicle transport factor,603344,ENSG00000138768,8615
USP21,USP21_12681_63,SeqId.12681-63,Q9UK80,UBP21,Ubiquitin carboxyl-terminal hydrolase 21,USP21,SomaScan v4,12620,USP21,ubiquitin specific peptidase 21,604729,ENSG00000143258,27005
USP25,USP25_9215_117,SeqId.9215-117,Q9UHP3,UBP25,Ubiquitin carboxyl-terminal hydrolase 25,USP25,SomaScan v4,12624,USP25,ubiquitin specific peptidase 25,604736,ENSG00000155313,29761
USP28,USP28_19562_8,SeqId.19562-8,Q96RU2,UBP28,Ubiquitin carboxyl-terminal hydrolase 28,USP28,SomaScan v4,12625,USP28,ubiquitin specific peptidase 28,610748,ENSG00000048028,57646
UTS2,UTS2_6020_52,SeqId.6020-52,O95399,Urotensin-II,Urotensin-2,UTS2,SomaScan v4,12636,UTS2,urotensin 2,604097,ENSG00000049247,10911
UTS2B,UTS2B_6290_3,SeqId.6290-3,Q765I0,UTS2B,Urotensin-2B,UTS2B,SomaScan v4,30894,UTS2B,urotensin 2B,618134,ENSG00000188958,257313
UTS2R,UTS2R_13530_5,SeqId.13530-5,Q9UKP6,UR2R,Urotensin-2 receptor,UTS2R,SomaScan v4,4468,UTS2R,urotensin 2 receptor,600896,ENSG00000181408,2837
VAMP1,VAMP1_17711_13,SeqId.17711-13,P23763,VAMP1,Vesicle-associated membrane protein 1,VAMP1,SomaScan v4,12642,VAMP1,vesicle associated membrane protein 1,185880,ENSG00000139190,6843
VAMP3,VAMP3_7903_18,SeqId.7903-18,Q15836,VAMP3,Vesicle-associated membrane protein 3,VAMP3,SomaScan v4,12644,VAMP3,vesicle associated membrane protein 3,603657,ENSG00000049245,9341
VAMP4,VAMP4_7732_45,SeqId.7732-45,O75379,VAMP4,Vesicle-associated membrane protein 4,VAMP4,SomaScan v4,12645,VAMP4,vesicle associated membrane protein 4,606909,ENSG00000117533,8674
VAMP7,VAMP7_19357_11,SeqId.19357-11,P51809,VAMP7,Vesicle-associated membrane protein 7,VAMP7,SomaScan v4,11486,VAMP7,vesicle associated membrane protein 7,300053,0,6845
VAMP8,VAMP8_7064_2,SeqId.7064-2,Q9BV40,VAMP8,Vesicle-associated membrane protein 8,VAMP8,SomaScan v4,12647,VAMP8,vesicle associated membrane protein 8,603177,ENSG00000118640,8673
VAPA,VAPA_7167_102,SeqId.7167-102,Q9P0L0,VAPA,Vesicle-associated membrane protein-associated protein A,VAPA,SomaScan v4,12648,VAPA,VAMP associated protein A,605703,ENSG00000101558,9218
VASP,VASP_9762_14,SeqId.9762-14,P50552,VASP,Vasodilator-stimulated phosphoprotein,VASP,SomaScan v4,12652,VASP,vasodilator stimulated phosphoprotein,601703,ENSG00000125753,7408
VAV3,VAV3_9830_109,SeqId.9830-109,Q9UKW4,VAV3,Guanine nucleotide exchange factor VAV3,VAV3,SomaScan v4,12659,VAV3,vav guanine nucleotide exchange factor 3,605541,ENSG00000134215,10451
VBP1,VBP1_19193_18,SeqId.19193-18,P61758,PFD3,Prefoldin subunit 3,VBP1,SomaScan v4,12662,VBP1,VHL binding protein 1,300133,ENSG00000155959,7411
VCAM1,VCAM1_2967_8,SeqId.2967-8,P19320,VCAM-1,Vascular cell adhesion protein 1,VCAM1,SomaScan v4,12663,VCAM1,vascular cell adhesion molecule 1,192225,ENSG00000162692,7412
VCAN,VCAN_9561_21,SeqId.9561-21,P13611,CSPG2,Versican core protein,VCAN,SomaScan v4,2464,VCAN,versican,118661,ENSG00000038427,1462
VCL,VCL_8750_46,SeqId.8750-46,P18206,Vinculin,Vinculin,VCL,SomaScan v4,12665,VCL,vinculin,193065,ENSG00000035403,7414
VDR,VDR_10023_32,SeqId.10023-32,P11473,VDR,Vitamin D3 receptor,VDR,SomaScan v4,12679,VDR,vitamin D receptor,601769,ENSG00000111424,7421
VEGFB,VEGFB_9453_12,SeqId.9453-12,P49765,VEGF-B,Vascular endothelial growth factor B,VEGFB,SomaScan v4,12681,VEGFB,vascular endothelial growth factor B,601398,ENSG00000173511,7423
VHL,VHL_17362_5,SeqId.17362-5,P40337,VHL,Von Hippel-Lindau disease tumor suppressor,VHL,SomaScan v4,12687,VHL,von Hippel-Lindau tumor suppressor,608537,ENSG00000134086,7428
VIP,VIP_3522_57,SeqId.3522-57,P01282,Vasoactive Intestinal Peptide,Vasoactive Intestinal Peptide,VIP,SomaScan v4,12693,VIP,vasoactive intestinal peptide,192320,ENSG00000146469,7432
VLDLR,VLDLR_18938_3,SeqId.18938-3,P98155,VLDLR,Very low-density lipoprotein receptor,VLDLR,SomaScan v4,12698,VLDLR,very low density lipoprotein receptor,192977,ENSG00000147852,7436
VPS25,VPS25_18189_12,SeqId.18189-12,Q9BRG1,VPS25,Vacuolar protein-sorting-associated protein 25,VPS25,SomaScan v4,28122,VPS25,vacuolar protein sorting 25 homolog,610907,ENSG00000131475,84313
VPS28,VPS28_17155_1,SeqId.17155-1,Q9UK41,VPS28 protein homolog,Vacuolar protein sorting-associated protein 28 homolog,VPS28,SomaScan v4,18178,VPS28,VPS28 subunit of ESCRT-I,611952,ENSG00000160948,51160
VPS29,VPS29_14318_1,SeqId.14318-1,Q9UBQ0,VPS29,Vacuolar protein sorting-associated protein 29,VPS29,SomaScan v4,14340,VPS29,VPS29 retromer complex component,606932,ENSG00000111237,51699
VPS4A,VPS4A_11476_43,SeqId.11476-43,Q9UN37,VPS4A,Vacuolar protein sorting-associated protein 4A,VPS4A,SomaScan v4,13488,VPS4A,vacuolar protein sorting 4 homolog A,609982,ENSG00000132612,27183
VPS4B,VPS4B_12668_7,SeqId.12668-7,O75351,VPS4B,Vacuolar protein sorting-associated protein 4B,VPS4B,SomaScan v4,10895,VPS4B,vacuolar protein sorting 4 homolog B,609983,ENSG00000119541,9525
VRK1,VRK1_12553_5,SeqId.12553-5,Q99986,VRK1,Serine/threonine-protein kinase VRK1,VRK1,SomaScan v4,12718,VRK1,VRK serine/threonine kinase 1,602168,ENSG00000100749,7443
VSIG1,VSIG1_8367_142,SeqId.8367-142,Q86XK7,VSIG1,V-set and immunoglobulin domain-containing protein 1,VSIG1,SomaScan v4,28675,VSIG1,V-set and immunoglobulin domain containing 1,300620,ENSG00000101842,340547
VSIG10,VSIG10_10825_12,SeqId.10825-12,Q8N0Z9,VSI10,V-set and immunoglobulin domain-containing protein 10,VSIG10,SomaScan v4,26078,VSIG10,V-set and immunoglobulin domain containing 10,0,ENSG00000176834,54621
VSIG2,VSIG2_8018_43,SeqId.8018-43,Q96IQ7,VSIG2,V-set and immunoglobulin domain-containing protein 2,VSIG2,SomaScan v4,17149,VSIG2,V-set and immunoglobulin domain containing 2,606011,ENSG00000019102,23584
VSTM2L,VSTM2L_6549_60,SeqId.6549-60,Q96N03,VTM2L,V-set and transmembrane domain-containing protein 2-like protein,VSTM2L,SomaScan v4,16096,VSTM2L,V-set and transmembrane domain containing 2 like,616537,ENSG00000132821,128434
VSTM4,VSTM4_7242_14,SeqId.7242-14,Q8IW00,CJ072,V-set and transmembrane domain-containing protein 4,VSTM4,SomaScan v4,26470,VSTM4,V-set and transmembrane domain containing 4,0,ENSG00000165633,196740
VTI1A,VTI1A_7952_2,SeqId.7952-2,Q96AJ9,VTI1A,Vesicle transport through interaction with t-SNAREs homolog 1A,VTI1A,SomaScan v4,17792,VTI1A,vesicle transport through interaction with t-SNAREs 1A,614316,ENSG00000151532,143187
VTI1B,VTI1B_8963_8,SeqId.8963-8,Q9UEU0,Vti1-rp1,Vesicle transport through interaction with t-SNAREs homolog 1B,VTI1B,SomaScan v4,17793,VTI1B,vesicle transport through interaction with t-SNAREs 1B,603207,ENSG00000100568,10490
VWC2L,VWC2L_7995_16,SeqId.7995-16,B2RUY7,VWC2L,von Willebrand factor C domain-containing protein 2-like,VWC2L,SomaScan v4,37203,VWC2L,von Willebrand factor C domain containing 2 like,619794,ENSG00000174453,402117
A1CF,A1CF_12423_38,SeqId.12423-38,Q9NQ94,A1CF,APOBEC1 complementation factor,A1CF,SomaScan v4,24086,A1CF,APOBEC1 complementation factor,618199,ENSG00000148584,29974
AAGAB,AAGAB_11926_23,SeqId.11926-23,Q6PD74,P34,Alpha- and gamma-adaptin-binding protein p34,AAGAB,SomaScan v4,25662,AAGAB,alpha and gamma adaptin binding protein,614888,ENSG00000103591,79719
ABCC6,ABCC6_8935_22,SeqId.8935-22,O95255,MRP6,Multidrug resistance-associated protein 6,ABCC6,SomaScan v4,57,ABCC6,ATP binding cassette subfamily C member 6,603234,ENSG00000091262,368
ABHD12,ABHD12_7825_7,SeqId.7825-7,Q8N2K0,ABD12,Monoacylglycerol lipase ABHD12,ABHD12,SomaScan v4,15868,ABHD12,"abhydrolase domain containing 12, lysophospholipase",613599,ENSG00000100997,26090
ABHD14A,ABHD14A_5715_4,SeqId.5715-4,Q9BUJ0,ABHEA,Protein ABHD14A,ABHD14A,SomaScan v4,24538,ABHD14A,abhydrolase domain containing 14A,618771,ENSG00000248487,25864
ABHD14B,ABHD14B_19325_21,SeqId.19325-21,Q96IU4,ABHEB,Protein ABHD14B,ABHD14B,SomaScan v4,28235,ABHD14B,abhydrolase domain containing 14B,0,ENSG00000114779,84836
ABL2,ABL2_3342_76,SeqId.3342-76,P42684,ABL2,Abelson tyrosine-protein kinase 2,ABL2,SomaScan v4,77,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",164690,ENSG00000143322,27
ABL2,ABL2_5261_13,SeqId.5261-13,P42684,ABL2,Abelson tyrosine-protein kinase 2,ABL2,SomaScan v4,77,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",164690,ENSG00000143322,27
ACAA1,ACAA1_17782_23,SeqId.17782-23,P09110,THIK,"3-ketoacyl-CoA thiolase, peroxisomal",ACAA1,SomaScan v4,82,ACAA1,acetyl-CoA acyltransferase 1,604054,ENSG00000060971,30
ACAD8,ACAD8_11406_82,SeqId.11406-82,Q9UKU7,ACAD8,"Isobutyryl-CoA dehydrogenase, mitochondrial",ACAD8,SomaScan v4,87,ACAD8,acyl-CoA dehydrogenase family member 8,604773,ENSG00000151498,27034
ACADL,ACADL_17857_6,SeqId.17857-6,P28330,ACADL,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADL,SomaScan v4,88,ACADL,acyl-CoA dehydrogenase long chain,609576,ENSG00000115361,33
ACADS,ACADS_17393_13,SeqId.17393-13,P16219,SCAD,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADS,SomaScan v4,90,ACADS,acyl-CoA dehydrogenase short chain,606885,ENSG00000122971,35
ACAN,ACAN_3280_49,SeqId.3280-49,P16112,Aggrecan,Aggrecan core protein,ACAN,SomaScan v4,319,ACAN,aggrecan,155760,ENSG00000157766,176
ACBD6,ACBD6_19341_36,SeqId.19341-36,Q9BR61,ACBD6,Acyl-CoA-binding domain-containing protein 6,ACBD6,SomaScan v4,23339,ACBD6,acyl-CoA binding domain containing 6,616352,ENSG00000230124,84320
ACE2,ACE2_2805_6,SeqId.2805-6,Q9BYF1,ACE2,Angiotensin-converting enzyme 2,ACE2,SomaScan v4,13557,ACE2,angiotensin converting enzyme 2,300335,ENSG00000130234,59272
ACHE,ACHE_15553_22,SeqId.15553-22,P22303,ACES,Acetylcholinesterase,ACHE,SomaScan v4,108,ACHE,acetylcholinesterase (Cartwright blood group),100740,ENSG00000087085,43
ACOT13,ACOT13_17675_17,SeqId.17675-17,Q9NPJ3,ACO13,Acyl-coenzyme A thioesterase 13,ACOT13,SomaScan v4,20999,ACOT13,acyl-CoA thioesterase 13,615652,ENSG00000112304,55856
ACOT8,ACOT8_17400_71,SeqId.17400-71,O14734,ACOT8,Acyl-coenzyme A thioesterase 8,ACOT8,SomaScan v4,15919,ACOT8,acyl-CoA thioesterase 8,608123,ENSG00000101473,10005
ACP2,ACP2_9237_54,SeqId.9237-54,P11117,Lysosomal acid phosphatase,Lysosomal acid phosphatase,ACP2,SomaScan v4,123,ACP2,"acid phosphatase 2, lysosomal",171650,ENSG00000134575,53
