Protein,UKBB_PPP_exposure,uniprot,UKBB_PPP_HGNC,UKBB_PPP_Approved symbol,UKBB_PPP_OMIM_Gene_ID,UKBB_PPP_Ensembl_gene_ID,UKBB_PPP_NCBI_Gene_ID,UKBB_PPP_oid,UKBB_PPP_target_full_name,UKBB_PPP_platform,UKBB_PPP_panel,DECODE_exposure,DCODE_seqid,DCODE_target_name,DCODE_target_full_name,DCODE_gene_name,DCODE_platform,DCODE_HGNC,DCODE_Approved symbol,DCODE_Approved name,DCODE_OMIM_Gene_ID,DCODE_Ensembl_gene_ID,DCODE_NCBI_Gene_ID,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
STX10,0,O60499,0,0,0,0,0,0,0,0,0,STX10_12842_43,SeqId.12842-43,STX10,Syntaxin-10,STX10,SomaScan v4,11428.0,STX10,syntaxin 10,603765,ENSG00000104915,8677.0,11428.0,STX10,603765,ENSG00000104915,8677.0,Syntaxin-10
STX12,0,Q86Y82,0,0,0,0,0,0,0,0,0,STX12_10418_36,SeqId.10418-36,STX12,Syntaxin-12,STX12,SomaScan v4,11430.0,STX12,syntaxin 12,606892,ENSG00000117758,23673.0,11430.0,STX12,606892,ENSG00000117758,23673.0,Syntaxin-12
STX18,0,Q9P2W9,0,0,0,0,0,0,0,0,0,STX18_9037_1,SeqId.9037-1,STX18,Syntaxin-18,STX18,SomaScan v4,15942.0,STX18,syntaxin 18,606046,ENSG00000168818,53407.0,15942.0,STX18,606046,ENSG00000168818,53407.0,Syntaxin-18
STX1A,0,Q16623,0,0,0,0,0,0,0,0,0,STX1A_19553_14,SeqId.19553-14,STX1a,Syntaxin-1A,STX1A,SomaScan v4,11433.0,STX1A,syntaxin 1A,186590,ENSG00000106089,6804.0,11433.0,STX1A,186590,ENSG00000106089,6804.0,Syntaxin-1A
STX1B,0,P61266,0,0,0,0,0,0,0,0,0,STX1B_6966_144,SeqId.6966-144,STX1B,Syntaxin-1B,STX1B,SomaScan v4,18539.0,STX1B,syntaxin 1B,601485,ENSG00000099365,112755.0,18539.0,STX1B,601485,ENSG00000099365,112755.0,Syntaxin-1B
STX2,0,P32856,0,0,0,0,0,0,0,0,0,STX2_7738_299,SeqId.7738-299,STX2,Syntaxin-2,STX2,SomaScan v4,3403.0,STX2,syntaxin 2,132350,ENSG00000111450,2054.0,3403.0,STX2,132350,ENSG00000111450,2054.0,Syntaxin-2
STXBP6,0,Q8NFX7,0,0,0,0,0,0,0,0,0,STXBP6_18308_30,SeqId.18308-30,STXB6,Syntaxin-binding protein 6,STXBP6,SomaScan v4,19666.0,STXBP6,syntaxin binding protein 6,607958,ENSG00000168952,29091.0,19666.0,STXBP6,607958,ENSG00000168952,29091.0,Syntaxin-binding protein 6
SUFU,0,Q9UMX1,0,0,0,0,0,0,0,0,0,SUFU_17468_1,SeqId.17468-1,SUFU,Suppressor of fused homolog,SUFU,SomaScan v4,16466.0,SUFU,SUFU negative regulator of hedgehog signaling,607035,ENSG00000107882,51684.0,16466.0,SUFU,607035,ENSG00000107882,51684.0,Suppressor of fused homolog
SULF2,0,Q8IWU5,0,0,0,0,0,0,0,0,0,SULF2_8305_18,SeqId.8305-18,SULF2,Extracellular sulfatase Sulf-2,SULF2,SomaScan v4,20392.0,SULF2,sulfatase 2,610013,ENSG00000196562,55959.0,20392.0,SULF2,610013,ENSG00000196562,55959.0,Extracellular sulfatase Sulf-2
SULT1B1,0,O43704,0,0,0,0,0,0,0,0,0,SULT1B1_12671_35,SeqId.12671-35,ST1B1,Sulfotransferase family cytosolic 1B member 1,SULT1B1,SomaScan v4,17845.0,SULT1B1,sulfotransferase family 1B member 1,608436,ENSG00000173597,27284.0,17845.0,SULT1B1,608436,ENSG00000173597,27284.0,Sulfotransferase family cytosolic 1B member 1
SULT1C2,0,O00338,0,0,0,0,0,0,0,0,0,SULT1C2_17811_78,SeqId.17811-78,ST1C2,Sulfotransferase 1C2,SULT1C2,SomaScan v4,11456.0,SULT1C2,sulfotransferase family 1C member 2,602385,ENSG00000198203,6819.0,11456.0,SULT1C2,602385,ENSG00000198203,6819.0,Sulfotransferase 1C2
SULT1E1,0,P49888,0,0,0,0,0,0,0,0,0,SULT1E1_16932_5,SeqId.16932-5,SULT 1E,Estrogen sulfotransferase,SULT1E1,SomaScan v4,11377.0,SULT1E1,sulfotransferase family 1E member 1,600043,ENSG00000109193,6783.0,11377.0,SULT1E1,600043,ENSG00000109193,6783.0,Estrogen sulfotransferase
SULT2B1,0,O00204,0,0,0,0,0,0,0,0,0,SULT2B1_17209_27,SeqId.17209-27,ST2B1,Sulfotransferase family cytosolic 2B member 1,SULT2B1,SomaScan v4,11459.0,SULT2B1,sulfotransferase family 2B member 1,604125,ENSG00000088002,6820.0,11459.0,SULT2B1,604125,ENSG00000088002,6820.0,Sulfotransferase family cytosolic 2B member 1
SULT4A1,0,Q9BR01,0,0,0,0,0,0,0,0,0,SULT4A1_8357_43,SeqId.8357-43,ST4A1,Sulfotransferase 4A1,SULT4A1,SomaScan v4,14903.0,SULT4A1,sulfotransferase family 4A member 1,608359,ENSG00000130540,25830.0,14903.0,SULT4A1,608359,ENSG00000130540,25830.0,Sulfotransferase 4A1
SUMO2,0,P61956,0,0,0,0,0,0,0,0,0,SUMO2_19555_1,SeqId.19555-1,SUMO2,Small ubiquitin-related modifier 2,SUMO2,SomaScan v4,11125.0,SUMO2,small ubiquitin like modifier 2,603042,ENSG00000188612,6613.0,11125.0,SUMO2,603042,ENSG00000188612,6613.0,Small ubiquitin-related modifier 2
SUN3,0,Q8TAQ9,0,0,0,0,0,0,0,0,0,SUN3_8852_10,SeqId.8852-10,SUN3,SUN domain-containing protein 3,SUN3,SomaScan v4,22429.0,SUN3,Sad1 and UNC84 domain containing 3,618984,ENSG00000164744,256979.0,22429.0,SUN3,618984,ENSG00000164744,256979.0,SUN domain-containing protein 3
SUN5,0,Q8TC36,0,0,0,0,0,0,0,0,0,SUN5_11260_47,SeqId.11260-47,SPA4L,SUN domain-containing protein 5,SUN5,SomaScan v4,16252.0,SUN5,Sad1 and UNC84 domain containing 5,613942,ENSG00000167098,140732.0,16252.0,SUN5,613942,ENSG00000167098,140732.0,SUN domain-containing protein 5
SURF1,0,Q15526,0,0,0,0,0,0,0,0,0,SURF1_8009_121,SeqId.8009-121,SURF1,Surfeit locus protein 1,SURF1,SomaScan v4,11474.0,SURF1,SURF1 cytochrome c oxidase assembly factor,185620,ENSG00000148290,6834.0,11474.0,SURF1,185620,ENSG00000148290,6834.0,Surfeit locus protein 1
ARL2,0,P36404,0,0,0,0,0,0,0,0,0,ARL2_12587_65,SeqId.12587-65,ARL2,ADP-ribosylation factor-like protein 2,ARL2,SomaScan v4,693.0,ARL2,ADP ribosylation factor like GTPase 2,601175,ENSG00000213465,402.0,693.0,ARL2,601175,ENSG00000213465,402.0,ADP-ribosylation factor-like protein 2
ARL5A,0,Q9Y689,0,0,0,0,0,0,0,0,0,ARL5A_18414_26,SeqId.18414-26,ARL5A,ADP-ribosylation factor-like protein 5A,ARL5A,SomaScan v4,696.0,ARL5A,ADP ribosylation factor like GTPase 5A,608960,ENSG00000162980,26225.0,696.0,ARL5A,608960,ENSG00000162980,26225.0,ADP-ribosylation factor-like protein 5A
ARL5B,0,Q96KC2,0,0,0,0,0,0,0,0,0,ARL5B_17404_5,SeqId.17404-5,ARL5B,ADP-ribosylation factor-like protein 5B,ARL5B,SomaScan v4,23052.0,ARL5B,ADP ribosylation factor like GTPase 5B,608909,ENSG00000165997,221079.0,23052.0,ARL5B,608909,ENSG00000165997,221079.0,ADP-ribosylation factor-like protein 5B
ARL6,0,Q9H0F7,0,0,0,0,0,0,0,0,0,ARL6_18415_16,SeqId.18415-16,ARL6,ADP-ribosylation factor-like protein 6,ARL6,SomaScan v4,13210.0,ARL6,ADP ribosylation factor like GTPase 6,608845,ENSG00000113966,84100.0,13210.0,ARL6,608845,ENSG00000113966,84100.0,ADP-ribosylation factor-like protein 6
ARL8B,0,Q9NVJ2,0,0,0,0,0,0,0,0,0,ARL8B_8569_147,SeqId.8569-147,ARL8B,ADP-ribosylation factor-like protein 8B,ARL8B,SomaScan v4,25564.0,ARL8B,ADP ribosylation factor like GTPase 8B,616596,ENSG00000134108,55207.0,25564.0,ARL8B,616596,ENSG00000134108,55207.0,ADP-ribosylation factor-like protein 8B
ARL9,0,Q6T311,0,0,0,0,0,0,0,0,0,ARL9_18416_3,SeqId.18416-3,ARL9,ADP-ribosylation factor-like protein 9,ARL9,SomaScan v4,23592.0,ARL9,ADP ribosylation factor like GTPase 9,612405,ENSG00000196503,132946.0,23592.0,ARL9,612405,ENSG00000196503,132946.0,ADP-ribosylation factor-like protein 9
ARMC10,0,Q8N2F6,0,0,0,0,0,0,0,0,0,ARMC10_9107_59,SeqId.9107-59,ARM10,Armadillo repeat-containing protein 10,ARMC10,SomaScan v4,21706.0,ARMC10,armadillo repeat containing 10,611864,ENSG00000170632,83787.0,21706.0,ARMC10,611864,ENSG00000170632,83787.0,Armadillo repeat-containing protein 10
ARMC5,0,Q96C12,0,0,0,0,0,0,0,0,0,ARMC5_8785_1,SeqId.8785-1,ARMC5,Armadillo repeat-containing protein 5,ARMC5,SomaScan v4,25781.0,ARMC5,armadillo repeat containing 5,615549,ENSG00000140691,79798.0,25781.0,ARMC5,615549,ENSG00000140691,79798.0,Armadillo repeat-containing protein 5
ARPC3,0,O15145,0,0,0,0,0,0,0,0,0,ARPC3_13573_5,SeqId.13573-5,p21-ARC,Actin-related protein 2/3 complex subunit 3,ARPC3,SomaScan v4,706.0,ARPC3,actin related protein 2/3 complex subunit 3,604225,ENSG00000111229,10094.0,706.0,ARPC3,604225,ENSG00000111229,10094.0,Actin-related protein 2/3 complex subunit 3
ARPC5,0,O15511,0,0,0,0,0,0,0,0,0,ARPC5_18419_20,SeqId.18419-20,p16-ARC,Actin-related protein 2/3 complex subunit 5,ARPC5,SomaScan v4,708.0,ARPC5,actin related protein 2/3 complex subunit 5,604227,ENSG00000162704,10092.0,708.0,ARPC5,604227,ENSG00000162704,10092.0,Actin-related protein 2/3 complex subunit 5
ARPP19,0,P56211,0,0,0,0,0,0,0,0,0,ARPP19_4963_19,SeqId.4963-19,ARP19,cAMP-regulated phosphoprotein 19,ARPP19,SomaScan v4,16967.0,ARPP19,cAMP regulated phosphoprotein 19,605487,ENSG00000128989,10776.0,16967.0,ARPP19,605487,ENSG00000128989,10776.0,cAMP-regulated phosphoprotein 19
ARPP21,0,Q9UBL0,0,0,0,0,0,0,0,0,0,ARPP21_12860_7,SeqId.12860-7,cAMP-regulated phosphoprotein 21,cAMP-regulated phosphoprotein 21,ARPP21,SomaScan v4,16968.0,ARPP21,cAMP regulated phosphoprotein 21,605488,ENSG00000172995,10777.0,16968.0,ARPP21,605488,ENSG00000172995,10777.0,cAMP-regulated phosphoprotein 21
ASAP2,0,O43150,0,0,0,0,0,0,0,0,0,ASAP2_13518_5,SeqId.13518-5,ASAP2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",ASAP2,SomaScan v4,2721.0,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",603817,ENSG00000151693,8853.0,2721.0,ASAP2,603817,ENSG00000151693,8853.0,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2"
ASB9,0,Q96DX5,0,0,0,0,0,0,0,0,0,ASB9_19601_15,SeqId.19601-15,ASB9,Ankyrin repeat and SOCS box protein 9,ASB9,SomaScan v4,17184.0,ASB9,ankyrin repeat and SOCS box containing 9,300890,ENSG00000102048,140462.0,17184.0,ASB9,300890,ENSG00000102048,140462.0,Ankyrin repeat and SOCS box protein 9
ASCC1,0,Q8N9N2,0,0,0,0,0,0,0,0,0,ASCC1_10647_18,SeqId.10647-18,ASCC1,Activating signal cointegrator 1 complex subunit 1,ASCC1,SomaScan v4,24268.0,ASCC1,activating signal cointegrator 1 complex subunit 1,614215,ENSG00000138303,51008.0,24268.0,ASCC1,614215,ENSG00000138303,51008.0,Activating signal cointegrator 1 complex subunit 1
ASH1L,0,Q9NR48,0,0,0,0,0,0,0,0,0,ASH1L_12622_96,SeqId.12622-96,ASH1L,Histone-lysine N-methyltransferase ASH1L,ASH1L,SomaScan v4,19088.0,ASH1L,ASH1 like histone lysine methyltransferase,607999,ENSG00000116539,55870.0,19088.0,ASH1L,607999,ENSG00000116539,55870.0,Histone-lysine N-methyltransferase ASH1L
ASH2L,0,Q9UBL3,0,0,0,0,0,0,0,0,0,ASH2L_12832_10,SeqId.12832-10,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,ASH2L,SomaScan v4,744.0,ASH2L,"ASH2 like, histone lysine methyltransferase complex subunit",604782,ENSG00000129691,9070.0,744.0,ASH2L,604782,ENSG00000129691,9070.0,Set1/Ash2 histone methyltransferase complex subunit ASH2
ASIC4,0,Q96FT7,0,0,0,0,0,0,0,0,0,ASIC4_6951_26,SeqId.6951-26,ASIC4,Acid-sensing ion channel 4,ASIC4,SomaScan v4,21263.0,ASIC4,acid sensing ion channel subunit family member 4,606715,ENSG00000072182,55515.0,21263.0,ASIC4,606715,ENSG00000072182,55515.0,Acid-sensing ion channel 4
ASL,0,P04424,0,0,0,0,0,0,0,0,0,ASL_11241_8,SeqId.11241-8,ARLY,Argininosuccinate lyase,ASL,SomaScan v4,746.0,ASL,argininosuccinate lyase,608310,ENSG00000126522,435.0,746.0,ASL,608310,ENSG00000126522,435.0,Argininosuccinate lyase
ASPA,0,P45381,0,0,0,0,0,0,0,0,0,ASPA_18187_16,SeqId.18187-16,ACY2,Aspartoacylase,ASPA,SomaScan v4,756.0,ASPA,aspartoacylase,608034,ENSG00000108381,443.0,756.0,ASPA,608034,ENSG00000108381,443.0,Aspartoacylase
ASTL,0,Q6HA08,0,0,0,0,0,0,0,0,0,ASTL_7993_23,SeqId.7993-23,ASTL,Astacin-like metalloendopeptidase,ASTL,SomaScan v4,31704.0,ASTL,astacin like metalloendopeptidase,608860,ENSG00000188886,431705.0,31704.0,ASTL,608860,ENSG00000188886,431705.0,Astacin-like metalloendopeptidase
ATAD1,0,Q8NBU5,0,0,0,0,0,0,0,0,0,ATAD1_6625_31,SeqId.6625-31,ATAD1,ATPase family AAA domain-containing protein 1,ATAD1,SomaScan v4,25903.0,ATAD1,ATPase family AAA domain containing 1,614452,ENSG00000138138,84896.0,25903.0,ATAD1,614452,ENSG00000138138,84896.0,ATPase family AAA domain-containing protein 1
ATAD2,0,Q6PL18,0,0,0,0,0,0,0,0,0,ATAD2_13043_157,SeqId.13043-157,ATAD2,ATPase family AAA domain-containing protein 2,ATAD2,SomaScan v4,30123.0,ATAD2,ATPase family AAA domain containing 2,611941,ENSG00000156802,29028.0,30123.0,ATAD2,611941,ENSG00000156802,29028.0,ATPase family AAA domain-containing protein 2
ATG3,0,Q9NT62,0,0,0,0,0,0,0,0,0,ATG3_18156_7,SeqId.18156-7,ATG3,Ubiquitin-like-conjugating enzyme ATG3,ATG3,SomaScan v4,20962.0,ATG3,autophagy related 3,609606,ENSG00000144848,64422.0,20962.0,ATG3,609606,ENSG00000144848,64422.0,Ubiquitin-like-conjugating enzyme ATG3
ATG4B,0,Q9Y4P1,0,0,0,0,0,0,0,0,0,ATG4B_13629_25,SeqId.13629-25,ATG4B,Cysteine protease ATG4B,ATG4B,SomaScan v4,20790.0,ATG4B,autophagy related 4B cysteine peptidase,611338,ENSG00000168397,23192.0,20790.0,ATG4B,611338,ENSG00000168397,23192.0,Cysteine protease ATG4B
ATG5,0,Q9H1Y0,0,0,0,0,0,0,0,0,0,ATG5_12597_68,SeqId.12597-68,Autophagy protein 5,Autophagy protein 5,ATG5,SomaScan v4,589.0,ATG5,autophagy related 5,604261,ENSG00000057663,9474.0,589.0,ATG5,604261,ENSG00000057663,9474.0,Autophagy protein 5
ATP13A1,0,Q9HD20,0,0,0,0,0,0,0,0,0,ATP13A1_13659_36,SeqId.13659-36,AT131,Manganese-transporting ATPase 13A1,ATP13A1,SomaScan v4,24215.0,ATP13A1,ATPase 13A1,619118,ENSG00000105726,57130.0,24215.0,ATP13A1,619118,ENSG00000105726,57130.0,Manganese-transporting ATPase 13A1
ATP1B3,0,P54709,0,0,0,0,0,0,0,0,0,ATP1B3_8990_42,SeqId.8990-42,AT1B3,Sodium/potassium-transporting ATPase subunit beta-3,ATP1B3,SomaScan v4,806.0,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,601867,ENSG00000069849,483.0,806.0,ATP1B3,601867,ENSG00000069849,483.0,Sodium/potassium-transporting ATPase subunit beta-3
ATP1B4,0,Q9UN42,0,0,0,0,0,0,0,0,0,ATP1B4_9933_49,SeqId.9933-49,AT1B4,Protein ATP1B4,ATP1B4,SomaScan v4,808.0,ATP1B4,ATPase Na+/K+ transporting family member beta 4,301073,ENSG00000101892,23439.0,808.0,ATP1B4,301073,ENSG00000101892,23439.0,Protein ATP1B4
ATP4B,0,P51164,0,0,0,0,0,0,0,0,0,ATP4B_9994_217,SeqId.9994-217,ATP4B,Potassium-transporting ATPase subunit beta,ATP4B,SomaScan v4,820.0,ATP4B,ATPase H+/K+ transporting subunit beta,137217,ENSG00000186009,496.0,820.0,ATP4B,137217,ENSG00000186009,496.0,Potassium-transporting ATPase subunit beta
ATRN,0,O75882,0,0,0,0,0,0,0,0,0,ATRN_15499_11,SeqId.15499-11,Attractin,Attractin,ATRN,SomaScan v4,885.0,ATRN,attractin,603130,ENSG00000088812,8455.0,885.0,ATRN,603130,ENSG00000088812,8455.0,Attractin
AURKA,0,O14965,0,0,0,0,0,0,0,0,0,AURKA_3091_70,SeqId.3091-70,Aurora kinase A,Aurora kinase A,AURKA,SomaScan v4,11393.0,AURKA,aurora kinase A,603072,ENSG00000087586,6790.0,11393.0,AURKA,603072,ENSG00000087586,6790.0,Aurora kinase A
AXIN2,0,Q9Y2T1,0,0,0,0,0,0,0,0,0,AXIN2_12925_105,SeqId.12925-105,AXIN2,Axin-2,AXIN2,SomaScan v4,904.0,AXIN2,axin 2,604025,ENSG00000168646,8313.0,904.0,AXIN2,604025,ENSG00000168646,8313.0,Axin-2
AXIN2,0,Q9Y2T1,0,0,0,0,0,0,0,0,0,AXIN2_8429_16,SeqId.8429-16,AXIN2,Axin-2,AXIN2,SomaScan v4,904.0,AXIN2,axin 2,604025,ENSG00000168646,8313.0,904.0,AXIN2,604025,ENSG00000168646,8313.0,Axin-2
B3GALT1,0,Q9Y5Z6,0,0,0,0,0,0,0,0,0,B3GALT1_9541_15,SeqId.9541-15,B3GT1,"Beta-1,3-galactosyltransferase 1",B3GALT1,SomaScan v4,916.0,B3GALT1,"beta-1,3-galactosyltransferase 1",603093,ENSG00000172318,8708.0,916.0,B3GALT1,603093,ENSG00000172318,8708.0,"Beta-1,3-galactosyltransferase 1"
B3GALT2,0,O43825,0,0,0,0,0,0,0,0,0,B3GALT2_11638_42,SeqId.11638-42,B3GT2,"Beta-1,3-galactosyltransferase 2",B3GALT2,SomaScan v4,917.0,B3GALT2,"beta-1,3-galactosyltransferase 2",603018,ENSG00000162630,8707.0,917.0,B3GALT2,603018,ENSG00000162630,8707.0,"Beta-1,3-galactosyltransferase 2"
B3GNT4,0,Q9C0J1,0,0,0,0,0,0,0,0,0,B3GNT4_16585_16,SeqId.16585-16,B3GN4,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4",B3GNT4,SomaScan v4,15683.0,B3GNT4,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4",605864,ENSG00000176383,79369.0,15683.0,B3GNT4,605864,ENSG00000176383,79369.0,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4"
B3GNT6,0,Q6ZMB0,0,0,0,0,0,0,0,0,0,B3GNT6_7082_2,SeqId.7082-2,B3GN6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",B3GNT6,SomaScan v4,24141.0,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",615315,ENSG00000198488,192134.0,24141.0,B3GNT6,615315,ENSG00000198488,192134.0,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"
B4GALNT1,0,Q00973,0,0,0,0,0,0,0,0,0,B4GALNT1_8976_13,SeqId.8976-13,B4GN1,"Beta-1,4 N-acetylgalactosaminyltransferase 1",B4GALNT1,SomaScan v4,4117.0,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1",601873,ENSG00000135454,2583.0,4117.0,B4GALNT1,601873,ENSG00000135454,2583.0,"Beta-1,4 N-acetylgalactosaminyltransferase 1"
B4GALT3,0,O60512,0,0,0,0,0,0,0,0,0,B4GALT3_6921_24,SeqId.6921-24,B4GT3,"Beta-1,4-galactosyltransferase 3",B4GALT3,SomaScan v4,926.0,B4GALT3,"beta-1,4-galactosyltransferase 3",604014,ENSG00000158850,8703.0,926.0,B4GALT3,604014,ENSG00000158850,8703.0,"Beta-1,4-galactosyltransferase 3"
B4GALT5,0,O43286,0,0,0,0,0,0,0,0,0,B4GALT5_10425_3,SeqId.10425-3,B4GT5,"Beta-1,4-galactosyltransferase 5",B4GALT5,SomaScan v4,928.0,B4GALT5,"beta-1,4-galactosyltransferase 5",604016,ENSG00000158470,9334.0,928.0,B4GALT5,604016,ENSG00000158470,9334.0,"Beta-1,4-galactosyltransferase 5"
BACH2,0,Q9BYV9,0,0,0,0,0,0,0,0,0,BACH2_12756_3,SeqId.12756-3,BACH2,Transcription regulator protein BACH2,BACH2,SomaScan v4,14078.0,BACH2,BTB domain and CNC homolog 2,605394,ENSG00000112182,60468.0,14078.0,BACH2,605394,ENSG00000112182,60468.0,Transcription regulator protein BACH2
BAD,0,Q92934,0,0,0,0,0,0,0,0,0,BAD_5870_23,SeqId.5870-23,BAD,Bcl2-associated agonist of cell death,BAD,SomaScan v4,936.0,BAD,BCL2 associated agonist of cell death,603167,ENSG00000002330,572.0,936.0,BAD,603167,ENSG00000002330,572.0,Bcl2-associated agonist of cell death
BAG1,0,Q99933,0,0,0,0,0,0,0,0,0,BAG1_17195_43,SeqId.17195-43,BAG-1,BAG family molecular chaperone regulator 1,BAG1,SomaScan v4,937.0,BAG1,BAG cochaperone 1,601497,ENSG00000107262,573.0,937.0,BAG1,601497,ENSG00000107262,573.0,BAG family molecular chaperone regulator 1
BAG2,0,O95816,0,0,0,0,0,0,0,0,0,BAG2_19228_11,SeqId.19228-11,BAG-2,BAG family molecular chaperone regulator 2,BAG2,SomaScan v4,938.0,BAG2,BAG cochaperone 2,603882,ENSG00000112208,9532.0,938.0,BAG2,603882,ENSG00000112208,9532.0,BAG family molecular chaperone regulator 2
RORB,0,Q92753,0,0,0,0,0,0,0,0,0,RORB_12483_62,SeqId.12483-62,RORB,Nuclear receptor ROR-beta,RORB,SomaScan v4,10259.0,RORB,RAR related orphan receptor B,601972,ENSG00000198963,6096.0,10259.0,RORB,601972,ENSG00000198963,6096.0,Nuclear receptor ROR-beta
ROS1,0,P08922,0,0,0,0,0,0,0,0,0,ROS1_9032_30,SeqId.9032-30,ROS1,Proto-oncogene tyrosine-protein kinase ROS,ROS1,SomaScan v4,10261.0,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",165020,ENSG00000047936,6098.0,10261.0,ROS1,165020,ENSG00000047936,6098.0,Proto-oncogene tyrosine-protein kinase ROS
RPL12,0,P30050,0,0,0,0,0,0,0,0,0,RPL12_19183_164,SeqId.19183-164,RL12,60S ribosomal protein L12,RPL12,SomaScan v4,10302.0,RPL12,ribosomal protein L12,180475,ENSG00000197958,6136.0,10302.0,RPL12,180475,ENSG00000197958,6136.0,60S ribosomal protein L12
RPL30,0,P62888,0,0,0,0,0,0,0,0,0,RPL30_12478_15,SeqId.12478-15,RL30,60S ribosomal protein L30,RPL30,SomaScan v4,10333.0,RPL30,ribosomal protein L30,180467,ENSG00000156482,6156.0,10333.0,RPL30,180467,ENSG00000156482,6156.0,60S ribosomal protein L30
RPLP2,0,P05387,0,0,0,0,0,0,0,0,0,RPLP2_10949_59,SeqId.10949-59,RLA2,60S acidic ribosomal protein P2,RPLP2,SomaScan v4,10377.0,RPLP2,ribosomal protein lateral stalk subunit P2,180530,ENSG00000177600,6181.0,10377.0,RPLP2,180530,ENSG00000177600,6181.0,60S acidic ribosomal protein P2
RPP30,0,P78346,0,0,0,0,0,0,0,0,0,RPP30_17511_10,SeqId.17511-10,RPP30,Ribonuclease P protein subunit p30,RPP30,SomaScan v4,17688.0,RPP30,ribonuclease P/MRP subunit p30,606115,ENSG00000148688,10556.0,17688.0,RPP30,606115,ENSG00000148688,10556.0,Ribonuclease P protein subunit p30
RPRD1A,0,Q96P16,0,0,0,0,0,0,0,0,0,RPRD1A_13515_8,SeqId.13515-8,RPR1A,Regulation of nuclear pre-mRNA domain-containing protein 1A,RPRD1A,SomaScan v4,25560.0,RPRD1A,regulation of nuclear pre-mRNA domain containing 1A,610347,ENSG00000141425,55197.0,25560.0,RPRD1A,610347,ENSG00000141425,55197.0,Regulation of nuclear pre-mRNA domain-containing protein 1A
RPRD1B,0,Q9NQG5,0,0,0,0,0,0,0,0,0,RPRD1B_19126_4,SeqId.19126-4,C20orf77,Regulation of nuclear pre-mRNA domain-containing protein 1B,RPRD1B,SomaScan v4,16209.0,RPRD1B,regulation of nuclear pre-mRNA domain containing 1B,614694,ENSG00000101413,58490.0,16209.0,RPRD1B,614694,ENSG00000101413,58490.0,Regulation of nuclear pre-mRNA domain-containing protein 1B
RPS19,0,P39019,0,0,0,0,0,0,0,0,0,RPS19_19166_15,SeqId.19166-15,RS19,40S ribosomal protein S19,RPS19,SomaScan v4,10402.0,RPS19,ribosomal protein S19,603474,ENSG00000105372,6223.0,10402.0,RPS19,603474,ENSG00000105372,6223.0,40S ribosomal protein S19
RPS27A,0,P62979,0,0,0,0,0,0,0,0,0,RPS27A_4474_19,SeqId.4474-19,Ubiquitin,Ubiquitin,RPS27A,SomaScan v4,10417.0,RPS27A,ribosomal protein S27a,191343,ENSG00000143947,6233.0,10417.0,RPS27A,191343,ENSG00000143947,6233.0,Ubiquitin
RPS3,0,P23396,0,0,0,0,0,0,0,0,0,RPS3_5026_66,SeqId.5026-66,RS3,40S ribosomal protein S3,RPS3,SomaScan v4,10420.0,RPS3,ribosomal protein S3,600454,ENSG00000149273,6188.0,10420.0,RPS3,600454,ENSG00000149273,6188.0,40S ribosomal protein S3
RPS3A,0,P61247,0,0,0,0,0,0,0,0,0,RPS3A_5484_63,SeqId.5484-63,RS3A,40S ribosomal protein S3a,RPS3A,SomaScan v4,10421.0,RPS3A,ribosomal protein S3A,180478,ENSG00000145425,6189.0,10421.0,RPS3A,180478,ENSG00000145425,6189.0,40S ribosomal protein S3a
RPS4X,0,P62701,0,0,0,0,0,0,0,0,0,RPS4X_9758_17,SeqId.9758-17,RS4X,"40S ribosomal protein S4, X isoform",RPS4X,SomaScan v4,10424.0,RPS4X,ribosomal protein S4 X-linked,312760,ENSG00000198034,6191.0,10424.0,RPS4X,312760,ENSG00000198034,6191.0,"40S ribosomal protein S4, X isoform"
RPS5,0,P46782,0,0,0,0,0,0,0,0,0,RPS5_19195_85,SeqId.19195-85,RS5,40S ribosomal protein S5,RPS5,SomaScan v4,10426.0,RPS5,ribosomal protein S5,603630,ENSG00000083845,6193.0,10426.0,RPS5,603630,ENSG00000083845,6193.0,40S ribosomal protein S5
