Protein,uniprot,UKBB_PPP_exposure,DECODE_exposure,UKBB_PPP_platform,DCODE_platform,UKBB_PPP_panel,DCODE_seqid,UKBB_PPP_oid,HGNC,Approved symbol,OMIM_Gene_ID,Ensembl_gene_ID,NCBI_Gene_ID,target_full_name
UBC,P0CG48,0,UBC_6647_55,0,SomaScan v4,0,SeqId.6647-55,0,12468.0,UBC,191340,ENSG00000150991,7316.0,PolyUbiquitin K63-linked
UBD,O15205,0,UBD_17772_7,0,SomaScan v4,0,SeqId.17772-7,0,18795.0,UBD,606050,ENSG00000213886,10537.0,Ubiquitin D
UBE2A,P49459,0,UBE2A_17743_14,0,SomaScan v4,0,SeqId.17743-14,0,12472.0,UBE2A,312180,ENSG00000077721,7319.0,Ubiquitin-conjugating enzyme E2 A
UBE2B,P63146,0,UBE2B_9865_40,0,SomaScan v4,0,SeqId.9865-40,0,12473.0,UBE2B,179095,ENSG00000119048,7320.0,Ubiquitin-conjugating enzyme E2 B
UBE2D1,P51668,0,UBE2D1_19247_1,0,SomaScan v4,0,SeqId.19247-1,0,12474.0,UBE2D1,602961,ENSG00000072401,7321.0,Ubiquitin-conjugating enzyme E2 D1
UBE2D2,P62837,0,UBE2D2_18842_24,0,SomaScan v4,0,SeqId.18842-24,0,12475.0,UBE2D2,602962,ENSG00000131508,7322.0,Ubiquitin-conjugating enzyme E2 D2
UBE2D3,P61077,0,UBE2D3_19280_29,0,SomaScan v4,0,SeqId.19280-29,0,12476.0,UBE2D3,602963,ENSG00000109332,7323.0,Ubiquitin-conjugating enzyme E2 D3
UBE2E1,P51965,0,UBE2E1_14326_4,0,SomaScan v4,0,SeqId.14326-4,0,12477.0,UBE2E1,602916,ENSG00000170142,7324.0,Ubiquitin-conjugating enzyme E2 E1
UBE2G1,P62253,0,UBE2G1_17158_17,0,SomaScan v4,0,SeqId.17158-17,0,12482.0,UBE2G1,601569,ENSG00000132388,7326.0,Ubiquitin-conjugating enzyme E2 G1
UBE2G2,P60604,0,UBE2G2_9199_6,0,SomaScan v4,0,SeqId.9199-6,0,12483.0,UBE2G2,603124,ENSG00000184787,7327.0,Ubiquitin-conjugating enzyme E2 G2
UBE2I,P63279,0,UBE2I_2877_3,0,SomaScan v4,0,SeqId.2877-3,0,12485.0,UBE2I,601661,ENSG00000103275,7329.0,SUMO-conjugating enzyme UBC9
UBE2J1,Q9Y385,0,UBE2J1_6900_30,0,SomaScan v4,0,SeqId.6900-30,0,17598.0,UBE2J1,616175,ENSG00000198833,51465.0,Ubiquitin-conjugating enzyme E2 J1
UBE2K,P61086,0,UBE2K_17380_2,0,SomaScan v4,0,SeqId.17380-2,0,4914.0,UBE2K,602846,ENSG00000078140,3093.0,Ubiquitin-conjugating enzyme E2 K
UBE2L3,P68036,0,UBE2L3_3874_8,0,SomaScan v4,0,SeqId.3874-8,0,12488.0,UBE2L3,603721,ENSG00000185651,7332.0,Ubiquitin-conjugating enzyme E2 L3
UBE2S,Q16763,0,UBE2S_17729_20,0,SomaScan v4,0,SeqId.17729-20,0,17895.0,UBE2S,610309,ENSG00000108106,27338.0,Ubiquitin-conjugating enzyme E2 S
UBE2T,Q9NPD8,0,UBE2T_12400_25,0,SomaScan v4,0,SeqId.12400-25,0,25009.0,UBE2T,610538,ENSG00000077152,29089.0,Ubiquitin-conjugating enzyme E2 T
UBE2V1,Q13404,0,UBE2V1_11626_7,0,SomaScan v4,0,SeqId.11626-7,0,12494.0,UBE2V1,602995,ENSG00000244687,7335.0,Ubiquitin-conjugating enzyme E2 variant 1
UBE2V2,Q15819,0,UBE2V2_18165_181,0,SomaScan v4,0,SeqId.18165-181,0,12495.0,UBE2V2,603001,ENSG00000169139,7336.0,Ubiquitin-conjugating enzyme E2 variant 2
UBE3A,Q05086,0,UBE3A_11226_16,0,SomaScan v4,0,SeqId.11226-16,0,12496.0,UBE3A,601623,ENSG00000114062,7337.0,Ubiquitin-protein ligase E3A
UBL4A,P11441,0,UBL4A_11490_42,0,SomaScan v4,0,SeqId.11490-42,0,12505.0,UBL4A,312070,ENSG00000102178,8266.0,Ubiquitin-like protein 4A
UBLCP1,Q8WVY7,0,UBLCP1_19124_9,0,SomaScan v4,0,SeqId.19124-9,0,28110.0,UBLCP1,609867,ENSG00000164332,134510.0,Ubiquitin-like domain-containing CTD phosphatase 1
UBQLN2,Q9UHD9,0,UBQLN2_19121_3,0,SomaScan v4,0,SeqId.19121-3,0,12509.0,UBQLN2,300264,ENSG00000188021,29978.0,Ubiquilin-2
UBQLN4,Q9NRR5,0,UBQLN4_12720_71,0,SomaScan v4,0,SeqId.12720-71,0,1237.0,UBQLN4,605440,ENSG00000160803,56893.0,Ubiquilin-4
UBTD2,Q8WUN7,0,UBTD2_12875_28,0,SomaScan v4,0,SeqId.12875-28,0,24463.0,UBTD2,610174,ENSG00000168246,92181.0,Ubiquitin domain-containing protein 2
UBXN4,Q92575,0,UBXN4_9970_7,0,SomaScan v4,0,SeqId.9970-7,0,14860.0,UBXN4,611216,ENSG00000144224,23190.0,UBX domain-containing protein 4
UBXN4,Q92575,0,UBXN4_9997_12,0,SomaScan v4,0,SeqId.9997-12,0,14860.0,UBXN4,611216,ENSG00000144224,23190.0,UBX domain-containing protein 4
UCHL1,P09936,0,UCHL1_5019_16,0,SomaScan v4,0,SeqId.5019-16,0,12513.0,UCHL1,191342,ENSG00000154277,7345.0,Ubiquitin carboxyl-terminal hydrolase isozyme L1
UCK2,Q9BZX2,0,UCK2_12515_45,0,SomaScan v4,0,SeqId.12515-45,0,12562.0,UCK2,609329,ENSG00000143179,7371.0,Uridine-cytidine kinase 2
UCN3,Q969E3,0,UCN3_10756_34,0,SomaScan v4,0,SeqId.10756-34,0,17781.0,UCN3,605901,ENSG00000178473,114131.0,Urocortin-3
SGTA,O43765,0,SGTA_3868_8,0,SomaScan v4,0,SeqId.3868-8,0,10819.0,SGTA,603419,ENSG00000104969,6449.0,Small glutamine-rich tetratricopeptide repeat-containing protein alpha
SGTB,Q96EQ0,0,SGTB_18837_9,0,SomaScan v4,0,SeqId.18837-9,0,23567.0,SGTB,620526,ENSG00000197860,54557.0,Small glutamine-rich tetratricopeptide repeat-containing protein beta
SH2D1B,O14796,0,SH2D1B_18840_205,0,SomaScan v4,0,SeqId.18840-205,0,30416.0,SH2D1B,608510,ENSG00000198574,117157.0,SH2 domain-containing protein 1B
SH2D3C,Q8N5H7,0,SH2D3C_12704_26,0,SomaScan v4,0,SeqId.12704-26,0,16884.0,SH2D3C,604722,ENSG00000095370,10044.0,SH2 domain-containing protein 3C
SH3BGRL,O75368,0,SH3BGRL_12693_2,0,SomaScan v4,0,SeqId.12693-2,0,10823.0,SH3BGRL,300190,ENSG00000131171,6451.0,SH3 domain-binding glutamic acid-rich-like protein
SH3GL2,Q99962,0,SH3GL2_12499_108,0,SomaScan v4,0,SeqId.12499-108,0,10831.0,SH3GL2,604465,ENSG00000107295,6456.0,Endophilin-A1
SH3GL3,Q99963,0,SH3GL3_18318_98,0,SomaScan v4,0,SeqId.18318-98,0,10832.0,SH3GL3,603362,ENSG00000140600,6457.0,Endophilin-A3
SH3GLB1,Q9Y371,0,SH3GLB1_16859_100,0,SomaScan v4,0,SeqId.16859-100,0,10833.0,SH3GLB1,609287,ENSG00000097033,51100.0,Endophilin-B1
SHANK3,Q9BYB0,0,SHANK3_13242_134,0,SomaScan v4,0,SeqId.13242-134,0,14294.0,SHANK3,606230,ENSG00000251322,85358.0,SH3 and multiple ankyrin repeat domains protein 3
SHC2,P98077,0,SHC2_14074_2,0,SomaScan v4,0,SeqId.14074-2,0,29869.0,SHC2,605217,ENSG00000129946,25759.0,SHC-transforming protein 2
SHC4,Q6S5L8,0,SHC4_11692_21,0,SomaScan v4,0,SeqId.11692-21,0,16743.0,SHC4,617372,ENSG00000185634,399694.0,SHC-transforming protein 4
SHISA2,Q6UWI4,0,SHISA2_10449_31,0,SomaScan v4,0,SeqId.10449-31,0,20366.0,SHISA2,617324,ENSG00000180730,387914.0,Protein shisa-2 homolog
SIGIRR,Q6IA17,0,SIGIRR_8326_63,0,SomaScan v4,0,SeqId.8326-63,0,30575.0,SIGIRR,605478,ENSG00000185187,59307.0,Single Ig IL-1-related receptor
SIGLEC11,Q96RL6,0,SIGLEC11_8913_22,0,SomaScan v4,0,SeqId.8913-22,0,15622.0,SIGLEC11,607157,ENSG00000161640,114132.0,Sialic acid-binding Ig-like lectin 11
SIGLEC15,Q6ZMC9,0,SIGLEC15_10847_1,0,SomaScan v4,0,SeqId.10847-1,0,27596.0,SIGLEC15,618105,ENSG00000197046,284266.0,Sialic acid-binding Ig-like lectin 15
SIRPB2,Q5JXA9,0,SIRPB2_5669_26,0,SomaScan v4,0,SeqId.5669-26,0,16247.0,SIRPB2,0,ENSG00000196209,284759.0,Signal-regulatory protein beta-2
SIRT3,Q9NTG7,0,SIRT3_17495_141,0,SomaScan v4,0,SeqId.17495-141,0,14931.0,SIRT3,604481,ENSG00000142082,23410.0,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial"
SKIL,P12757,0,SKIL_14670_1,0,SomaScan v4,0,SeqId.14670-1,0,10897.0,SKIL,165340,ENSG00000136603,6498.0,Ski-like protein
SLC14A1,Q13336,0,SLC14A1_13430_50,0,SomaScan v4,0,SeqId.13430-50,0,10918.0,SLC14A1,613868,ENSG00000141469,6563.0,Urea transporter 1
SLC14A2,Q15849,0,SLC14A2_12818_159,0,SomaScan v4,0,SeqId.12818-159,0,10919.0,SLC14A2,601611,ENSG00000132874,8170.0,Urea transporter 2
SLC16A3,O15427,0,SLC16A3_9049_2,0,SomaScan v4,0,SeqId.9049-2,0,10924.0,SLC16A3,603877,ENSG00000141526,9123.0,Monocarboxylate transporter 4
SLC22A16,Q86VW1,0,SLC22A16_9969_8,0,SomaScan v4,0,SeqId.9969-8,0,20302.0,SLC22A16,608276,ENSG00000004809,85413.0,Solute carrier family 22 member 16
SLC25A18,Q9H1K4,0,SLC25A18_5280_68,0,SomaScan v4,0,SeqId.5280-68,0,10988.0,SLC25A18,609303,ENSG00000182902,83733.0,Mitochondrial glutamate carrier 2
SLC26A11,Q86WA9,0,SLC26A11_13502_2,0,SomaScan v4,0,SeqId.13502-2,0,14471.0,SLC26A11,610117,ENSG00000181045,284129.0,Sodium-independent sulfate anion transporter
SLC26A5,P58743,0,SLC26A5_9127_4,0,SomaScan v4,0,SeqId.9127-4,0,9359.0,SLC26A5,604943,ENSG00000170615,375611.0,Prestin
SLC26A7,Q8TE54,0,SLC26A7_13979_3,0,SomaScan v4,0,SeqId.13979-3,0,14467.0,SLC26A7,608479,ENSG00000147606,115111.0,Anion exchange transporter
SLC27A2,O14975,0,SLC27A2_9045_3,0,SomaScan v4,0,SeqId.9045-3,0,10996.0,SLC27A2,603247,ENSG00000140284,11001.0,Very long-chain acyl-CoA synthetase
SLC30A3,Q99726,0,SLC30A3_9081_39,0,SomaScan v4,0,SeqId.9081-39,0,11014.0,SLC30A3,602878,ENSG00000115194,7781.0,Zinc transporter 3
SLC30A5,Q8TAD4,0,SLC30A5_9594_30,0,SomaScan v4,0,SeqId.9594-30,0,19089.0,SLC30A5,607819,ENSG00000145740,64924.0,Zinc transporter 5
SLC35G2,Q8TBE7,0,SLC35G2_13501_10,0,SomaScan v4,0,SeqId.13501-10,0,28480.0,SLC35G2,617812,ENSG00000168917,80723.0,Solute carrier family 35 member G2
SLC3A1,Q07837,0,SLC3A1_9000_177,0,SomaScan v4,0,SeqId.9000-177,0,11025.0,SLC3A1,104614,ENSG00000138079,6519.0,Neutral and basic amino acid transport protein rBAT
SLC3A2,P08195,0,SLC3A2_10430_31,0,SomaScan v4,0,SeqId.10430-31,0,11026.0,SLC3A2,158070,ENSG00000168003,6520.0,4F2 cell-surface antigen heavy chain
SLC41A2,Q96JW4,0,SLC41A2_12511_83,0,SomaScan v4,0,SeqId.12511-83,0,31045.0,SLC41A2,610802,ENSG00000136052,84102.0,Solute carrier family 41 member 2
SLC4A8,Q2Y0W8,0,SLC4A8_12798_46,0,SomaScan v4,0,SeqId.12798-46,0,11034.0,SLC4A8,605024,ENSG00000050438,9498.0,Electroneutral sodium bicarbonate exchanger 1
SLC5A8,Q8N695,0,SLC5A8_13691_10,0,SomaScan v4,0,SeqId.13691-10,0,19119.0,SLC5A8,608044,ENSG00000256870,160728.0,Sodium-coupled monocarboxylate transporter 1
SLC6A14,Q9UN76,0,SLC6A14_13053_6,0,SomaScan v4,0,SeqId.13053-6,0,11047.0,SLC6A14,300444,ENSG00000268104,11254.0,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
SLC6A16,Q9GZN6,0,SLC6A16_13056_18,0,SomaScan v4,0,SeqId.13056-18,0,13622.0,SLC6A16,607972,ENSG00000063127,28968.0,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5
SLC6A9,P48067,0,SLC6A9_11653_69,0,SomaScan v4,0,SeqId.11653-69,0,11056.0,SLC6A9,601019,ENSG00000196517,6536.0,Sodium- and chloride-dependent glycine transporter 1
SLCO5A1,Q9H2Y9,0,SLCO5A1_11669_39,0,SomaScan v4,0,SeqId.11669-39,0,19046.0,SLCO5A1,613543,ENSG00000137571,81796.0,Solute carrier organic anion transporter family member 5A1
SLIT1,O75093,0,SLIT1_15634_139,0,SomaScan v4,0,SeqId.15634-139,0,11085.0,SLIT1,603742,ENSG00000187122,6585.0,Slit homolog 1 protein
SLIT3,O75094,0,SLIT3_18931_40,0,SomaScan v4,0,SeqId.18931-40,0,11087.0,SLIT3,603745,ENSG00000184347,6586.0,Slit homolog 3 protein
SLITRK4,Q8IW52,0,SLITRK4_7139_14,0,SomaScan v4,0,SeqId.7139-14,0,23502.0,SLITRK4,300562,ENSG00000179542,139065.0,SLIT and NTRK-like protein 4
SMAD4,Q13485,0,SMAD4_12022_12,0,SomaScan v4,0,SeqId.12022-12,0,6770.0,SMAD4,600993,ENSG00000141646,4089.0,Mothers against decapentaplegic homolog 4
SMARCC1,Q92922,0,SMARCC1_11180_17,0,SomaScan v4,0,SeqId.11180-17,0,11104.0,SMARCC1,601732,ENSG00000173473,6599.0,SWI/SNF complex subunit SMARCC1
SMCO2,A6NFE2,0,SMCO2_7925_18,0,SomaScan v4,0,SeqId.7925-18,0,34448.0,SMCO2,0,ENSG00000165935,341346.0,Single-pass membrane and coiled-coil domain-containing protein 2
SMIM10,Q96HG1,0,SMIM10_9379_248,0,SomaScan v4,0,SeqId.9379-248,0,41913.0,SMIM10,0,ENSG00000184785,644538.0,Small integral membrane protein 10
SMIM13,P0DJ93,0,SMIM13_13452_113,0,SomaScan v4,0,SeqId.13452-113,0,27356.0,SMIM13,0,ENSG00000224531,221710.0,Small integral membrane protein 13
SMIM24,O75264,0,SMIM24_7108_7,0,SomaScan v4,0,SeqId.7108-7,0,37244.0,SMIM24,0,ENSG00000095932,284422.0,Small integral membrane protein 24
SMIM9,A6NGZ8,0,SMIM9_8888_33,0,SomaScan v4,0,SeqId.8888-33,0,41915.0,SMIM9,0,ENSG00000203870,100132963.0,Small integral membrane protein 9
MFN1,Q8IWA4,0,MFN1_11364_18,0,SomaScan v4,0,SeqId.11364-18,0,18262.0,MFN1,608506,ENSG00000171109,55669.0,Mitofusin-1
MFRP,Q9BY79,0,MFRP_3685_53,0,SomaScan v4,0,SeqId.3685-53,0,18121.0,MFRP,606227,ENSG00000235718,83552.0,Membrane frizzled-related protein
MGA,Q8IWI9,0,MGA_11587_5,0,SomaScan v4,0,SeqId.11587-5,0,14010.0,MGA,616061,ENSG00000174197,23269.0,MAX gene-associated protein
MGAT4A,Q9UM21,0,MGAT4A_9392_43,0,SomaScan v4,0,SeqId.9392-43,0,7047.0,MGAT4A,604623,ENSG00000071073,11320.0,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A"
MID2,Q9UJV3,0,MID2_14249_68,0,SomaScan v4,0,SeqId.14249-68,0,7096.0,MID2,300204,ENSG00000080561,11043.0,Probable E3 ubiquitin-protein ligase MID2
MIOX,Q9UGB7,0,MIOX_13498_1,0,SomaScan v4,0,SeqId.13498-1,0,14522.0,MIOX,606774,ENSG00000100253,55586.0,Inositol oxygenase
MLEC,Q14165,0,MLEC_6285_71,0,SomaScan v4,0,SeqId.6285-71,0,28973.0,MLEC,613802,ENSG00000110917,9761.0,Malectin
MLF1,P58340,0,MLF1_17820_170,0,SomaScan v4,0,SeqId.17820-170,0,7125.0,MLF1,601402,ENSG00000178053,4291.0,Myeloid leukemia factor 1
MMEL1,Q495T6,0,MMEL1_3627_71,0,SomaScan v4,0,SeqId.3627-71,0,14668.0,MMEL1,618104,ENSG00000142606,79258.0,Membrane metallo-endopeptidase-like 1
MMGT1,Q8N4V1,0,MMGT1_7225_51,0,SomaScan v4,0,SeqId.7225-51,0,28100.0,MMGT1,301098,ENSG00000169446,93380.0,Membrane magnesium transporter 1
MMP14,P50281,0,MMP14_5002_76,0,SomaScan v4,0,SeqId.5002-76,0,7160.0,MMP14,600754,ENSG00000157227,4323.0,Matrix metalloproteinase-14
MMP17,Q9ULZ9,0,MMP17_2838_53,0,SomaScan v4,0,SeqId.2838-53,0,7163.0,MMP17,602285,ENSG00000198598,4326.0,Matrix metalloproteinase-17
MMP20,O60882,0,MMP20_15419_15,0,SomaScan v4,0,SeqId.15419-15,0,7167.0,MMP20,604629,ENSG00000137674,9313.0,Matrix metalloproteinase-20
MMRN2,Q9H8L6,0,MMRN2_9723_105,0,SomaScan v4,0,SeqId.9723-105,0,19888.0,MMRN2,608925,ENSG00000173269,79812.0,Multimerin-2
MNX1,P50219,0,MNX1_9576_58,0,SomaScan v4,0,SeqId.9576-58,0,4979.0,MNX1,142994,ENSG00000130675,3110.0,Motor neuron and pancreas homeobox protein 1
MOCS3,O95396,0,MOCS3_14229_5,0,SomaScan v4,0,SeqId.14229-5,0,15765.0,MOCS3,609277,ENSG00000124217,27304.0,Adenylyltransferase and sulfurtransferase MOCS3
MPDZ,O75970,0,MPDZ_14036_116,0,SomaScan v4,0,SeqId.14036-116,0,7208.0,MPDZ,603785,ENSG00000107186,8777.0,Multiple PDZ domain protein
MPL,P40238,0,MPL_3473_78,0,SomaScan v4,0,SeqId.3473-78,0,7217.0,MPL,159530,ENSG00000117400,4352.0,Thrombopoietin Receptor
MPP7,Q5T2T1,0,MPP7_12732_13,0,SomaScan v4,0,SeqId.12732-13,0,26542.0,MPP7,610973,ENSG00000150054,143098.0,MAGUK p55 subfamily member 7
MPZ,P25189,0,MPZ_10615_18,0,SomaScan v4,0,SeqId.10615-18,0,7225.0,MPZ,159440,ENSG00000158887,4359.0,Myelin protein P0
MPZL1,O95297,0,MPZL1_16845_15,0,SomaScan v4,0,SeqId.16845-15,0,7226.0,MPZL1,604376,ENSG00000197965,9019.0,Myelin protein zero-like protein 1
MPZL2,O60487,0,MPZL2_9372_157,0,SomaScan v4,0,SeqId.9372-157,0,3496.0,MPZL2,604873,ENSG00000149573,10205.0,Myelin protein zero-like protein 2
MRAP,Q8TCY5,0,MRAP_7895_108,0,SomaScan v4,0,SeqId.7895-108,0,1304.0,MRAP,609196,ENSG00000170262,56246.0,Melanocortin-2 receptor accessory protein
MRAP2,Q96G30,0,MRAP2_10889_2,0,SomaScan v4,0,SeqId.10889-2,0,21232.0,MRAP2,615410,ENSG00000135324,112609.0,Melanocortin-2 receptor accessory protein 2
MRAS,O14807,0,MRAS_18297_8,0,SomaScan v4,0,SeqId.18297-8,0,7227.0,MRAS,608435,ENSG00000158186,22808.0,Ras-related protein M-Ras
MREG,Q8N565,0,MREG_19145_4,0,SomaScan v4,0,SeqId.19145-4,0,25478.0,MREG,609207,ENSG00000118242,55686.0,Melanoregulin
MRPL2,Q5T653,0,MRPL2_19132_1,0,SomaScan v4,0,SeqId.19132-1,0,14056.0,MRPL2,611822,ENSG00000112651,51069.0,"39S ribosomal protein L2, mitochondrial"
MRPL21,Q7Z2W9,0,MRPL21_8942_2,0,SomaScan v4,0,SeqId.8942-2,0,14479.0,MRPL21,611834,ENSG00000197345,219927.0,"39S ribosomal protein L21, mitochondrial"
MRPL32,Q9BYC8,0,MRPL32_7982_10,0,SomaScan v4,0,SeqId.7982-10,0,14035.0,MRPL32,611839,ENSG00000106591,64983.0,"39S ribosomal protein L32, mitochondrial"
MRPL33,O75394,0,MRPL33_13453_2,0,SomaScan v4,0,SeqId.13453-2,0,14487.0,MRPL33,610059,ENSG00000243147,9553.0,"39S ribosomal protein L33, mitochondrial"
MRPL34,Q9BQ48,0,MRPL34_6933_20,0,SomaScan v4,0,SeqId.6933-20,0,14488.0,MRPL34,611840,ENSG00000130312,64981.0,"39S ribosomal protein L34, mitochondrial"
MRPL52,Q86TS9,0,MRPL52_7123_25,0,SomaScan v4,0,SeqId.7123-25,0,16655.0,MRPL52,611856,ENSG00000172590,122704.0,"39S ribosomal protein L52, mitochondrial"
MRPL55,Q7Z7F7,0,MRPL55_11135_5,0,SomaScan v4,0,SeqId.11135-5,0,16686.0,MRPL55,611859,ENSG00000162910,128308.0,"39S ribosomal protein L55, mitochondrial"
MRRF,Q96E11,0,MRRF_12355_223,0,SomaScan v4,0,SeqId.12355-223,0,7234.0,MRRF,604602,ENSG00000148187,92399.0,"Ribosome-recycling factor, mitochondrial"
MSH2,P43246,0,MSH2_9739_4,0,SomaScan v4,0,SeqId.9739-4,0,7325.0,MSH2,609309,ENSG00000095002,4436.0,DNA mismatch repair protein Msh2
MSN,P26038,0,MSN_5009_11,0,SomaScan v4,0,SeqId.5009-11,0,7373.0,MSN,309845,ENSG00000147065,4478.0,Moesin
MSRB2,Q9Y3D2,0,MSRB2_16877_19,0,SomaScan v4,0,SeqId.16877-19,0,17061.0,MSRB2,613782,ENSG00000148450,22921.0,"Methionine-R-sulfoxide reductase B2, mitochondrial"
MSRB3,Q8IXL7,0,MSRB3_7824_88,0,SomaScan v4,0,SeqId.7824-88,0,27375.0,MSRB3,613719,ENSG00000174099,253827.0,Methionine-R-sulfoxide reductase B3
MST1R,Q04912,0,MST1R_2640_3,0,SomaScan v4,0,SeqId.2640-3,0,7381.0,MST1R,600168,ENSG00000164078,4486.0,Macrophage-stimulating protein receptor
MTAP,Q13126,0,MTAP_9910_9,0,SomaScan v4,0,SeqId.9910-9,0,7413.0,MTAP,156540,ENSG00000099810,4507.0,S-methyl-5'-thioadenosine phosphorylase
MTCP1,P56278,0,MTCP1_19374_72,0,SomaScan v4,0,SeqId.19374-72,0,7423.0,MTCP1,300116,ENSG00000214827,4515.0,Protein p13 MTCP-1
IL36B,Q9NZH7,0,IL36B_14149_9,0,SomaScan v4,0,SeqId.14149-9,0,15564.0,IL36B,605508,ENSG00000136696,27177.0,Interleukin-36 beta
IL37,Q9NZH6,0,IL37_2723_9,0,SomaScan v4,0,SeqId.2723-9,0,15563.0,IL37,605510,ENSG00000125571,27178.0,Interleukin-37
ILF2,Q12905,0,ILF2_12665_16,0,SomaScan v4,0,SeqId.12665-16,0,6037.0,ILF2,603181,ENSG00000143621,3608.0,Interleukin enhancer-binding factor 2
ILF3,Q12906,0,ILF3_12759_47,0,SomaScan v4,0,SeqId.12759-47,0,6038.0,ILF3,603182,ENSG00000129351,3609.0,Interleukin enhancer-binding factor 3
ILK,Q13418,0,ILK_10053_5,0,SomaScan v4,0,SeqId.10053-5,0,6040.0,ILK,602366,ENSG00000166333,3611.0,Integrin-linked protein kinase
IMPA2,O14732,0,IMPA2_12581_39,0,SomaScan v4,0,SeqId.12581-39,0,6051.0,IMPA2,605922,ENSG00000141401,3613.0,Inositol monophosphatase 2
IMPDH1,P20839,0,IMPDH1_5229_90,0,SomaScan v4,0,SeqId.5229-90,0,6052.0,IMPDH1,146690,ENSG00000106348,3614.0,Inosine-5'-monophosphate dehydrogenase 1
IMPDH2,P12268,0,IMPDH2_5250_53,0,SomaScan v4,0,SeqId.5250-53,0,6053.0,IMPDH2,146691,ENSG00000178035,3615.0,Inosine-5'-monophosphate dehydrogenase 2
INA,Q16352,0,INA_11436_6,0,SomaScan v4,0,SeqId.11436-6,0,6057.0,INA,605338,ENSG00000148798,9118.0,Alpha-internexin
ING4,Q9UNL4,0,ING4_17671_58,0,SomaScan v4,0,SeqId.17671-58,0,19423.0,ING4,608524,ENSG00000111653,51147.0,Inhibitor of growth protein 4
INPP5E,Q9NRR6,0,INPP5E_11370_20,0,SomaScan v4,0,SeqId.11370-20,0,21474.0,INPP5E,613037,ENSG00000148384,56623.0,72 kDa inositol polyphosphate 5-phosphatase
INSL6,Q9Y581,0,INSL6_5754_76,0,SomaScan v4,0,SeqId.5754-76,0,6089.0,INSL6,606414,ENSG00000120210,11172.0,Insulin-like peptide INSL6
INSRR,P14616,0,INSRR_6352_8,0,SomaScan v4,0,SeqId.6352-8,0,6093.0,INSRR,147671,ENSG00000027644,3645.0,Insulin receptor-related protein
INTS3,Q68E01,0,INTS3_11934_9,0,SomaScan v4,0,SeqId.11934-9,0,26153.0,INTS3,611347,ENSG00000143624,65123.0,Integrator complex subunit 3
IQCF1,Q8N6M8,0,IQCF1_7991_54,0,SomaScan v4,0,SeqId.7991-54,0,28607.0,IQCF1,0,ENSG00000173389,132141.0,IQ domain-containing protein F1
IQCF3,P0C7M6,0,IQCF3_13439_6,0,SomaScan v4,0,SeqId.13439-6,0,31816.0,IQCF3,0,ENSG00000229972,401067.0,IQ domain-containing protein F3
IRF1,P10914,0,IRF1_17462_19,0,SomaScan v4,0,SeqId.17462-19,0,6116.0,IRF1,147575,ENSG00000125347,3659.0,Interferon regulatory factor 1
IRF9,Q00978,0,IRF9_12439_67,0,SomaScan v4,0,SeqId.12439-67,0,6131.0,IRF9,147574,ENSG00000213928,10379.0,Interferon regulatory factor 9
ISL1,P61371,0,ISL1_11549_6,0,SomaScan v4,0,SeqId.11549-6,0,6132.0,ISL1,600366,ENSG00000016082,3670.0,Insulin gene enhancer protein ISL-1
ITCH,Q96J02,0,ITCH_12551_3,0,SomaScan v4,0,SeqId.12551-3,0,13890.0,ITCH,606409,ENSG00000078747,83737.0,E3 ubiquitin-protein ligase Itchy homolog
ITM2B,Q9Y287,0,ITM2B_8086_49,0,SomaScan v4,0,SeqId.8086-49,0,6174.0,ITM2B,603904,ENSG00000136156,9445.0,Integral membrane protein 2B
ITM2C,Q9NQX7,0,ITM2C_10560_1,0,SomaScan v4,0,SeqId.10560-1,0,6175.0,ITM2C,609554,ENSG00000135916,81618.0,Integral membrane protein 2C
ITM2C,Q9NQX7,0,ITM2C_9523_34,0,SomaScan v4,0,SeqId.9523-34,0,6175.0,ITM2C,609554,ENSG00000135916,81618.0,Integral membrane protein 2C
ITPKC,Q96DU7,0,ITPKC_12507_16,0,SomaScan v4,0,SeqId.12507-16,0,14897.0,ITPKC,606476,ENSG00000086544,80271.0,Inositol-trisphosphate 3-kinase C
ITPRIPL1,Q6GPH6,0,ITPRIPL1_9221_6,0,SomaScan v4,0,SeqId.9221-6,0,29371.0,ITPRIPL1,0,ENSG00000198885,150771.0,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1"
ITSN1,Q15811,0,ITSN1_14070_56,0,SomaScan v4,0,SeqId.14070-56,0,6183.0,ITSN1,602442,ENSG00000205726,6453.0,Intersectin-1
JAG2,Q9Y219,0,JAG2_5093_47,0,SomaScan v4,0,SeqId.5093-47,0,6189.0,JAG2,602570,ENSG00000184916,3714.0,Protein jagged-2
JAKMIP3,Q5VZ66,0,JAKMIP3_9068_17,0,SomaScan v4,0,SeqId.9068-17,0,23523.0,JAKMIP3,611198,ENSG00000188385,282973.0,Janus kinase and microtubule-interacting protein 3
JARID2,Q92833,0,JARID2_12623_84,0,SomaScan v4,0,SeqId.12623-84,0,6196.0,JARID2,601594,ENSG00000008083,3720.0,Protein Jumonji
